516,39.71,46.05,74.05
518,39.8,45.32,72.9
520,39.87,45.13,73.6
522,39.94,44.47,70.85
524,40.05,44.29,71.2
526,40.12,44.11,72.65
528,40.15,43.98,72.35
530,40.14,43.3,70.85
532,40.15,43.15,72.25
534,40.25,42.49,71.15
536,40.26,42.33,72.8
538,40.27,42.15,73.1
540,40.25,41.53,75.1
542,40.23,41.38,75.95
544,40.17,41.24,75.65
546,40.15,40.64,78.7
548,40.08,40.49,78.15
550,40.03,40.39,77.4
552,40.05,40.29,73.9
554,40.25,39.68,73.05
556,40.16,39.59,71.3
558,40.27,39.51,71.75
560,40.27,39.43,71
562,40.23,39.33,72.25
564,40.35,38.74,71.15
566,40.3,38.68,70.6
568,40.23,38.62,71.15
570,40.28,38.57,70.2
572,40.27,38.52,70.6
574,40.27,37.97,70.05
576,40.32,37.95,68.9
578,40.21,37.87,70.45
580,40.2,37.87,68.9
582,40.2,37.84,68.65
584,40.23,37.78,69.85
586,40.27,37.77,69.75
588,40.19,37.75,68.45
590,40.21,37.77,69.5
592,40.15,37.23,69
594,40.14,37.27,67.6
596,40.09,37.25,69.3
598,40.12,37.29,72.95
600,40.05,37.27,67.85
602,40.12,37.32,69.3
604,40.05,37.34,69.05
606,40.05,37.36,68.75
608,39.98,37.39,69.15
610,39.99,37.39,68
612,39.97,37.45,66
614,39.92,37.47,67.5
616,39.92,37.52,68.35
618,39.84,37.48,68.05
620,39.77,38.06,67.75
622,39.69,38.11,67.05
624,39.73,38.15,66.85
626,39.68,38.21,72.35
628,39.57,38.27,73.4
630,39.44,38.33,75.1
632,39.4,38.39,72.25
634,39.33,38.48,71.65
636,39.21,38.61,73.5
638,39.13,38.7,71.2
640,39.24,38.73,68.6
642,39.23,39.29,67.05
644,39.32,39.38,67.05
646,39.27,39.48,66.4
648,39.24,39.66,65.6
650,39.12,39.8,65.05
652,39.09,40.46,65.85
654,39.05,40.64,65
656,39.05,40.91,66.15
658,39,41.11,67.25
660,38.89,41.89,67.45
662,38.85,42.11,67
664,38.76,42.89,66.85
666,38.67,43.15,66.85
668,38.71,43.41,65.7
670,38.58,44.24,65.45
672,38.64,44.5,65.25
674,38.62,45.34,63.9
676,38.52,45.67,64.9
678,38.52,46.48,65.7
680,38.42,46.82,68
682,38.35,47.65,68.45
684,38.27,47.91,67.6
686,38.28,48.68,65
688,38.24,49.05,65.9
690,38.21,49.78,65.45
692,38.19,50.1,64.6
694,38.16,50.93,66.3
696,38.16,51.2,65.25
698,38.14,52.07,65.15
700,38.13,52.35,64.3
702,38.06,53.08,66.15
704,38.16,53.88,65.7
706,38.03,54.16,65.45
708,38.03,54.96,65.9
710,38.02,55.19,65.85
712,37.9,55.36,65.9
714,38.05,56.15,65.45
716,37.88,56.35,69.65
718,37.9,57.08,69.45
720,37.88,57.27,69.9
722,37.88,57.99,67.5
724,37.9,58.18,68.45
726,37.8,58.39,70.35
728,37.81,59.07,72.05
730,37.88,59.2,67.15
732,37.97,59.85,68.9
734,37.97,60.01,67.5
736,37.96,60.1,70
738,37.99,60.23,71.45
740,38.01,60.87,73.35
742,38.04,60.98,73.9
744,38.05,61.08,73.65
746,38.14,61.14,71.95
748,38.3,61.72,71.6
750,38.34,61.76,70.3
752,38.45,61.79,69.6
754,38.51,61.81,69
756,38.6,61.84,72.5
758,38.71,61.86,70.75
760,38.8,61.82,72.35
762,38.95,61.76,70.5
764,39.03,61.72,70.85
766,39.17,61.66,70.75
768,39.22,61.54,71.35
770,39.24,61.45,71.8
772,39.28,61.3,70.6
774,39.37,61.22,71.65
776,39.48,61.08,72.65
778,39.52,60.92,74.1
780,39.59,60.77,72.75
782,39.69,60.11,74.05
784,39.8,59.88,72.75
786,39.89,59.67,74.6
788,39.99,59.49,75.95
790,40.14,58.7,74.95
792,40.25,58.41,74.9
794,40.33,58.17,77.7
796,40.45,57.47,76.1
798,40.59,57.11,74.1
800,40.76,56.31,76.25
802,40.77,55.94,78.3
804,40.83,55.08,76.4
806,40.95,54.79,76.8
808,40.98,53.95,77.5
810,41.01,53.58,80.1
812,41.09,52.8,77.25
814,41.16,52.47,77
816,41.21,51.64,79.4
818,41.21,51.33,78.7
820,41.31,50.53,81.85
822,41.23,50.25,84.05
824,41.3,49.49,79.65
826,41.38,49.22,80.1
828,41.5,48.51,81.4
830,41.55,48.25,81.05
832,41.58,48.03,82.75
834,41.52,47.29,86.1
836,41.46,47.06,88.6
838,41.45,46.32,86.45
840,41.41,46.11,86.25
842,41.43,45.95,87.9
844,41.46,45.25,85.75
846,41.37,45.09,88.9
848,41.45,44.35,81.65
850,41.65,44.2,82.15
852,41.69,44.01,83.9
854,41.64,43.39,83.75
856,41.65,43.24,82.55
858,41.73,43.11,80.4
860,41.82,42.46,80.8
862,41.82,42.29,80.65
864,41.91,42.2,80
866,41.91,41.57,78
868,41.96,41.46,78.25
870,41.98,41.35,77.15
872,41.95,41.23,76.1
874,42.03,40.64,77.55
876,41.95,40.56,80.8
878,41.93,40.46,81.15
880,42,40.38,78.8
882,41.91,40.31,76.5
884,41.96,39.71,74.95
886,41.98,39.68,78.65
888,41.95,39.62,74.95
890,41.98,39.57,77.8
892,41.93,39.54,76.7
894,41.88,38.98,76.1
896,41.8,38.93,76.25
898,41.77,38.89,76.7
900,41.76,38.88,76.55
902,41.67,38.86,76.8
904,41.7,38.84,78.3
906,41.67,38.81,76.1
908,41.65,38.79,74.95
910,41.6,38.77,73.6
912,41.57,38.74,74.5
914,41.5,38.25,76.05
916,41.5,38.76,74.5
918,41.38,38.29,75.55
920,41.34,38.24,75.5
922,41.36,38.31,76.1
924,41.26,38.3,77.95
926,41.25,38.34,76.7
928,41.13,38.36,76.55
930,41.18,38.89,74.65
932,41.16,38.93,72.05
934,41.1,38.96,73.25
936,41.05,39.02,73.05
938,40.98,39.04,74.95
940,40.98,39.06,77.25
942,40.91,39.12,79
944,40.94,39.21,76.5
946,40.88,39.24,76.65
948,40.85,39.3,72.95
950,40.82,39.36,76.55
952,40.77,39.4,75.2
954,40.57,39.61,73.1
956,40.72,39.58,74.1
958,40.67,40.19,72.6
960,40.52,40.25,78.1
962,40.67,40.39,72.6
964,40.57,40.52,74.4
966,40.44,40.68,73.5
968,40.41,40.83,73.1
970,40.32,41.51,72.6
972,40.28,41.71,71.65
974,40.17,41.92,71.6
976,40.23,42.62,70.2
978,40.09,42.87,71.15
980,39.99,43.12,70.5
982,39.94,43.9,72.05
984,39.91,44.18,71.45
986,39.88,44.42,71.3
988,39.75,45.23,70.6
990,39.69,45.52,69.5
992,39.6,46.36,69.05
994,39.52,46.66,70.6
996,39.51,47.46,68.9
998,39.53,47.77,69.65
1000,39.52,48.61,71.65
1002,39.48,48.96,70.05
1004,39.45,49.7,69
1006,39.37,50.05,69.5
1008,39.3,50.84,68.2
1010,39.26,51.13,69.35
1012,39.23,51.92,69.3
1014,39.23,52.19,69.65
1016,39.14,52.96,69.6
1018,39.12,53.23,69.85
1020,39.1,54.05,68.65
1022,39.05,54.31,69.65
1024,39.05,55.04,69.05
1026,38.98,55.3,70.35
1028,38.89,56.07,73.75
1030,38.76,56.29,75.4
1032,38.74,57.03,73.5
1034,38.66,57.22,72.1
1036,38.63,57.96,74.6
1038,38.58,58.18,76.05
1040,38.58,58.88,74.9
1042,38.58,59.04,73.2
1044,38.62,59.18,73.5
1046,38.63,59.88,73.5
1048,38.65,60.04,73.25
1050,38.64,60.2,75.9
1052,38.55,60.84,75.1
1054,38.6,60.96,75.75
1056,38.52,61.01,75.65
1058,38.59,61.11,76.95
1060,38.66,61.74,77.4
1062,38.8,61.82,73.05
1064,38.94,61.86,72.9
1066,39.03,61.91,72.45
1068,39.14,61.98,72.45
1070,39.08,62.5,76.1
1072,39.16,62.55,77.25
1074,39.27,62.59,76.1
1076,39.28,62.58,80.3
1078,39.37,62.55,76.65
1080,39.51,62.55,74.1
1082,39.6,62.46,72.8
1084,39.63,62.44,73.05
1086,39.76,62.35,74.25
1088,39.84,62.23,75.55
1090,39.91,62.13,75.35
1092,40.07,62.02,75.05
1094,40.16,61.85,75.2
1096,40.25,61.17,77.65
1098,40.26,61.04,78
1100,40.34,60.89,77.7
1102,40.41,60.69,77
1104,40.63,60.02,77
1106,40.73,59.78,76.7
1108,40.83,59.52,76.4
1110,41.01,59.29,76.5
1112,41.03,58.52,78.95
1114,41.09,58.24,83.15
1116,41.28,57.38,78.1
1118,41.37,57.04,79.55
1120,41.36,56.74,82.4
1122,41.45,55.88,80.15
1124,41.55,55.04,77.85
1126,41.6,54.69,79.25
1128,41.65,53.92,79.1
1130,41.71,53.58,78.8
1132,41.82,52.77,79.5
1134,41.83,52.45,81.9
1136,41.93,51.66,83.85
1138,41.96,51.39,80.3
1140,42.05,51.14,84
1142,42.16,50.35,84.3
1144,42.23,50.08,80.25
1146,42.38,49.31,81.45
1148,42.4,49.09,80
1150,42.46,48.37,81.75
1152,42.55,48.1,82.3
1154,42.5,47.39,85.6
1156,42.55,47.15,88.2
1158,42.58,47,85.5
1160,42.5,46.29,89.75
1162,42.41,46.08,85.6
1164,42.46,45.37,91.3
1166,42.4,45.21,90.3
1168,42.32,45.02,88.35
1170,42.32,44.39,88.9
1172,42.34,44.23,88.4
1174,42.37,44.09,88.9
1176,42.41,43.46,86.9
1178,42.4,43.29,87.65
1180,42.37,43.18,84.2
1182,42.41,42.53,86.5
1184,42.38,42.4,84.2
1186,42.3,42.28,86.35
1188,42.23,41.69,82.9
1190,42.23,41.57,82.45
1192,42.19,41.47,84
1194,42.3,41.38,82.15
1196,42.35,40.75,81.25
1198,42.32,40.68,82.9
1200,42.19,40.59,87.25
1202,42.3,40.52,81.45
1204,42.3,39.98,80.15
1206,42.33,39.9,77.95
1208,42.32,39.85,80.85
1210,42.35,39.79,77.55
1212,42.32,39.79,78
1214,42.41,39.72,76.2
1216,42.41,39.68,77.55
1218,42.35,39.13,80.8
1220,42.2,39.11,82.9
1222,42.12,39.04,83.55
1224,42.09,39.09,80.9
1226,41.96,39.04,79.4
1228,41.98,39.06,83.55
1230,41.84,39.07,84.3
1232,41.77,39.02,79.5
1234,41.8,39.07,78.55
1236,41.83,39.05,77.35
1238,41.8,39.04,76.4
1240,41.8,39.06,78.4
1242,41.73,39.08,80.25
1244,41.64,39.07,75.75
1246,41.55,39.07,82.55
1248,41.48,39.11,80.65
1250,41.46,39.12,81.15
1252,41.37,39.15,78
1254,41.45,39.18,76.65
1256,41.31,39.24,75.9
1258,41.41,39.29,76.65
1260,41.44,39.37,75.5
1262,41.41,39.48,75.05
1264,41.45,39.52,74.9
1266,41.48,39.62,73.6
1268,41.46,39.64,75.65
1270,41.41,40.21,75.1
1272,41.3,40.3,72.75
1274,41.34,40.41,74.6
1276,41.27,40.45,75.95
1278,41.21,40.56,74.5
1280,41.2,40.64,73.1
1282,41.13,40.79,74.75
1284,41.07,40.91,73.05
1286,41,41.58,74.35
1288,40.89,41.71,75.1
1290,40.84,41.91,72.35
1292,40.7,42.63,72.8
1294,40.66,42.89,72.25
1296,40.64,43.13,74.2
1298,40.56,43.85,75.35
1300,40.55,44.11,75.2
1302,40.48,44.44,76.85
1304,40.35,45.18,78.5
1306,40.37,45.46,75.75
1308,40.3,46.27,76.65
1310,40.25,46.59,76.1
1312,40.12,47.38,75.2
1314,40.08,47.68,76.25
1316,39.94,48.44,77.85
1318,39.84,48.75,79.1
1320,39.68,49.6,78.95
1322,39.7,49.92,74.65
1324,39.66,50.71,76.5
1326,39.69,51,73.65
1328,39.75,51.85,74.05
1330,39.7,52.14,72.8
1332,39.73,52.95,72.65
1334,39.68,53.2,71.5
1336,39.59,54,72.1
1338,39.68,54.26,71.95
1340,39.58,55.04,70.5
1342,39.57,55.32,71.6
1344,39.55,56.07,71.45
1346,39.45,56.28,77
1348,39.3,57.04,75.2
1350,39.23,57.32,76.35
1352,39.22,58.04,75.95
1354,39.14,58.2,73.4
1356,39.12,58.4,71.75
1358,39.08,59.11,71.9
1360,39.05,59.29,75.75
1362,39.05,59.94,76.4
1364,39.05,60.11,76.35
1366,39.05,60.25,74.8
1368,39.1,60.91,73.5
1370,39.15,61.04,74.5
1372,39.23,61.18,75.5
1374,39.23,61.79,73.95
1376,39.4,61.89,72.95
1378,39.42,62.01,73.75
1380,39.52,62.06,77.85
1382,39.59,62.67,76.35
1384,39.46,62.71,76.7
1386,39.62,62.77,76.8
1388,39.69,62.82,77.85
1390,39.77,62.82,79.15
1392,39.84,62.84,79.25
1394,39.95,62.81,77.55
1396,40.05,62.8,77.1
1398,40.2,63.27,75.75
1400,40.33,63.22,75.65
1402,40.32,63.15,74.35
1404,40.41,63.05,75.1
1406,40.5,62.43,74.4
1408,40.61,62.34,75.55
1410,40.69,62.22,75.55
1412,40.82,62.09,75.5
1414,40.95,61.91,75.95
1416,40.94,61.74,76.25
1418,41.01,61.04,76.35
1420,41.13,60.89,79.15
1422,41.34,60.68,80.15
1424,41.41,60.44,80.4
1426,41.57,59.71,81.4
1428,41.66,59.42,81.55
1430,41.73,59.17,82.05
1432,41.73,58.36,82.75
1434,41.8,58.02,81.55
1436,41.88,57.66,80.1
1438,42.06,56.9,82.45
1440,42.12,56.04,82.7
1442,42.23,55.71,81.75
1444,42.23,54.86,83.05
1446,42.27,54.52,87.1
1448,42.23,53.75,87.95
1450,42.33,53.39,82
1452,42.34,52.56,82.05
1454,42.48,52.23,82.55
1456,42.53,51.47,84.7
1458,42.55,51.2,80.65
1460,42.71,50.41,82.05
1462,42.75,50.11,82.55
1464,42.83,49.37,80.85
1466,42.93,49.15,84.75
1468,42.89,48.4,81.55
1470,42.86,48.18,82
1472,42.94,47.45,80.65
1474,42.95,47.28,84.85
1476,42.98,47.08,88.65
1478,42.94,46.36,82.15
1480,43.05,46.16,86.35
1482,43.01,45.99,86.05
1484,43.01,45.34,87.65
1486,43.04,45.19,87.75
1488,43.05,44.49,80.3
1490,43.11,44.34,83.3
1492,43.12,44.18,79.85
1494,43.06,43.56,80.1
1496,43.11,43.43,81
1498,43.13,43.25,79
1500,43.09,43.18,80.1
1502,43.07,42.57,79.5
1504,43.14,42.43,79.95
1506,43.16,42.32,79.85
1508,43.16,42.23,80.1
1510,43.11,41.65,78.65
1512,43.12,41.52,77
1514,43.14,41.47,78.65
1516,43.11,41.36,78.8
1518,43.14,40.79,78.65
1520,43.09,40.73,78.8
1522,43.13,40.67,79.5
1524,43.13,40.58,77.7
1526,43.15,40.58,77.95
1528,43.14,40.02,78
1530,43.12,39.93,80
1532,43.07,39.91,77.35
1534,43.09,39.92,80.25
1536,43.09,39.84,78.8
1538,43.05,39.85,77.85
1540,42.94,39.84,77.95
1542,42.89,39.81,78.25
1544,42.86,39.79,79.95
1546,42.91,39.76,77.1
1548,42.73,39.27,77.7
1550,42.75,39.25,78.15
1552,42.62,39.21,85.95
1554,42.59,39.22,78.7
1556,42.57,39.21,77.55
1558,42.45,39.23,77.55
1560,42.46,39.26,76.5
1562,42.38,39.3,76.4
1564,42.41,39.32,77.65
1566,42.42,39.38,78.55
1568,42.37,39.4,79.3
1570,42.14,39.41,83.45
1572,42.02,39.45,85.75
1574,41.98,39.51,83.05
1576,41.8,39.55,83.85
1578,41.88,40.11,78.5
1580,41.84,40.19,78.3
1582,41.98,40.24,77.8
1584,41.91,40.23,78.3
1586,41.91,40.34,76.25
1588,41.83,40.39,78.65
1590,41.8,40.46,77.7
1592,41.73,40.5,78.15
1594,41.67,40.59,83.05
1596,41.7,41.2,78.15
1598,41.59,41.26,78.95
1600,41.58,41.45,78.25
1602,41.46,41.54,81.25
1604,41.46,41.72,78.5
1606,41.36,41.88,81.05
1608,41.19,42.56,81.55
1610,41.19,42.78,79.7
1612,41.16,43.02,77.95
