time,Ib,Ig,To,RH,WS,WD,P
2018-01-01 00:00:00,,,18.7,36.34,1.422,316.0,87864.11
2018-01-01 00:10:00,0.002,0.0,18.95,35.29,1.008,283.7,87876.37
2018-01-01 00:20:00,0.17,0.0,18.94,35.43,1.565,326.0,87888.64
2018-01-01 00:30:00,0.371,0.0,18.77,35.89,2.175,354.5,87887.21
2018-01-01 00:40:00,0.305,0.0,18.81,36.34,1.902,348.0,87886.90999999999
2018-01-01 00:50:00,0.031,0.0,19.23,35.4,1.468,6.668,87889.36
2018-01-01 01:00:00,0.034,0.0,19.23,35.67,1.368,11.67,87894.78
2018-01-01 01:10:00,0.178,0.0,19.25,35.6,1.122,3.498,87899.54
2018-01-01 01:20:00,0.001,0.0,19.21,35.97,0.332,64.51,87896.81999999999
2018-01-01 01:30:00,0.0,0.0,18.32,42.31,1.428,132.2,87893.40999999999
2018-01-01 01:40:00,0.0,0.0,17.82,44.35,0.643,66.8,87898.19
2018-01-01 01:50:00,0.0,0.0,17.82,43.65,1.49,25.0,87892.06000000001
2018-01-01 02:00:00,0.0,0.0,18.03,41.42,1.673,12.17,87884.6
2018-01-01 02:10:00,0.077,0.0,18.24,40.37,1.988,357.7,87882.70999999999
2018-01-01 02:20:00,0.009,0.0,18.0,40.83,2.817,349.3,87896.39
2018-01-01 02:30:00,0.0,0.0,17.68,41.77,2.938,348.0,87886.89
2018-01-01 02:40:00,0.045,0.0,17.64,41.97,3.003,346.5,87870.92
2018-01-01 02:50:00,0.0,0.0,17.25,43.68,2.845,349.0,87880.68
2018-01-01 03:00:00,0.0,0.0,17.23,43.72,2.87,350.0,87884.75
2018-01-01 03:10:00,0.019,0.0,17.21,43.82,1.46,54.11,87882.81
2018-01-01 03:20:00,0.108,0.0,17.49,42.67,1.498,339.2,87880.78
2018-01-01 03:30:00,0.072,0.0,17.41,42.29,2.283,341.3,87895.09000000001
2018-01-01 03:40:00,0.003,0.0,17.47,41.72,2.05,324.5,87886.55
2018-01-01 03:50:00,0.238,0.0,17.04,43.15,2.83,343.2,87882.2
2018-01-01 04:00:00,0.0,0.0,16.58,44.2,3.183,343.3,87894.42000000001
2018-01-01 04:10:00,0.0,0.0,16.39,44.4,3.777,340.0,87882.79
2018-01-01 04:20:00,0.0,0.0,16.37,43.51,3.3,344.3,87896.22
2018-01-01 04:30:00,0.112,0.0,16.14,44.81,1.562,355.5,87919.95
2018-01-01 04:40:00,0.0,0.0,15.88,45.71,2.423,344.3,87904.42
2018-01-01 04:50:00,0.02,0.0,15.98,44.82,2.227,342.8,87929.39
2018-01-01 05:00:00,0.007,0.0,16.29,43.71,1.263,328.5,87934.23
2018-01-01 05:10:00,0.008,0.0,16.21,43.61,1.308,317.3,87929.47
2018-01-01 05:20:00,0.24,0.0,16.6,41.78,1.42,341.5,87947.19
2018-01-01 05:30:00,0.054,0.0,15.93,44.58,1.457,324.8,87928.78
2018-01-01 05:40:00,0.0,0.0,16.64,41.69,1.317,30.55,87936.28
2018-01-01 05:50:00,0.155,0.0,17.1,40.28,2.227,32.67,87945.82
2018-01-01 06:00:00,0.247,0.0,16.4,42.28,1.97,5.5,87945.14
2018-01-01 06:10:00,0.092,0.0,17.3,38.95,2.278,345.5,87981.25
2018-01-01 06:20:00,0.137,0.0,16.74,40.92,3.127,344.7,87978.52
2018-01-01 06:30:00,0.127,0.0,17.24,39.52,2.26,334.7,87996.92
2018-01-01 06:40:00,0.073,0.0,16.31,43.16,2.462,340.0,88009.18
2018-01-01 06:50:00,0.0,0.0,15.34,46.22,1.763,337.5,88001.68000000001
2018-01-01 07:00:00,0.002,0.0,15.08,47.51,1.215,337.1,88025.53000000001
2018-01-01 07:10:00,0.0,0.004,15.21,47.09,1.512,343.0,88024.85
2018-01-01 07:20:00,0.005,2.993,15.39,45.76,1.527,300.3,88050.05
2018-01-01 07:30:00,17.81,13.14,16.02,43.87,1.043,324.9,88069.82
2018-01-01 07:40:00,84.2,32.14,15.58,45.21,1.432,352.1,88067.77
2018-01-01 07:50:00,143.3,54.13,16.41,42.04,1.078,351.1,88090.94
2018-01-01 08:00:00,200.3,79.37,16.27,42.56,2.103,5.833,88089.58
2018-01-01 08:10:00,257.2,108.3,17.29,39.44,2.042,8.5,88105.25
2018-01-01 08:20:00,318.6,141.4,17.38,40.14,1.032,356.8,88111.84
2018-01-01 08:30:00,375.0,176.0,17.73,38.34,1.225,354.5,88111.87000000001
2018-01-01 08:40:00,424.9,212.4,18.36,35.34,0.522,305.7,88142.02
2018-01-01 08:50:00,460.4,243.5,19.54,34.35,0.168,227.6,88148.08
2018-01-01 09:00:00,501.4,278.3,19.9,36.14,0.723,181.8,88156.93
2018-01-01 09:10:00,533.6,315.4,19.58,34.76,0.842,167.1,88161.86
2018-01-01 09:20:00,556.8,349.5,20.31,33.36,1.198,172.0,88156.05
2018-01-01 09:30:00,574.3,379.8,20.21,32.46,0.947,203.4,88165.92000000001
2018-01-01 09:40:00,589.4,410.6,20.38,31.6,1.457,183.7,88160.85
2018-01-01 09:50:00,611.2,445.6,20.46,31.72,2.448,209.2,88169.37999999999
2018-01-01 10:00:00,635.3,478.3,20.87,31.86,1.705,210.1,88155.15000000001
2018-01-01 10:10:00,656.5,510.6,20.87,31.07,2.348,182.2,88162.29
2018-01-01 10:20:00,668.1,539.4,20.99,32.14,1.807,196.6,88162.95
2018-01-01 10:30:00,681.6,567.1,20.87,30.09,3.068,187.3,88161.37
2018-01-01 10:40:00,690.4,589.5,21.13,29.78,1.608,207.4,88171.55
2018-01-01 10:50:00,694.7,610.5,21.25,29.6,1.842,198.7,88168.82
2018-01-01 11:00:00,704.5,633.5,21.55,29.0,2.053,157.1,88162.7
2018-01-01 11:10:00,711.6,654.5,22.26,27.71,1.987,161.7,88150.44
2018-01-01 11:20:00,710.9,667.4,22.6,27.26,1.678,157.5,88139.55
2018-01-01 11:30:00,716.2,685.3,22.28,27.64,2.677,179.7,88126.61
2018-01-01 11:40:00,724.7,701.7,23.07,26.67,2.382,174.8,88120.46
2018-01-01 11:50:00,724.8,711.2,23.03,26.16,1.752,211.2,88113.8
2018-01-01 12:00:00,729.0,721.1,23.38,25.03,2.393,181.5,88099.09999999999
2018-01-01 12:10:00,723.6,727.2,24.1,24.57,0.598,160.5,88067.73
2018-01-01 12:20:00,729.9,733.3,24.1,24.66,1.363,127.5,88051.40000000001
2018-01-01 12:30:00,732.0,737.9,24.05,24.63,1.14,237.4,88043.91
2018-01-01 12:40:00,724.2,737.6,24.41,23.05,1.298,163.7,88019.41
2018-01-01 12:50:00,732.1,743.9,24.95,22.98,2.597,222.6,88001.71
2018-01-01 13:00:00,745.0,753.0,25.24,22.11,1.868,165.8,87972.44
2018-01-01 13:10:00,745.9,748.0,25.0,22.38,1.313,159.4,87937.90000000001
2018-01-01 13:20:00,727.8,731.0,25.63,21.98,2.497,165.7,87917.73
2018-01-01 13:30:00,719.4,720.2,25.34,22.24,1.728,119.4,87890.57
2018-01-01 13:40:00,715.5,713.3,25.6,21.71,1.17,135.5,87864.48
2018-01-01 13:50:00,717.7,707.5,25.55,22.16,0.855,86.9,87822.48
2018-01-01 14:00:00,697.0,689.3,26.7,19.88,1.15,171.8,87829.88
2018-01-01 14:10:00,639.9,652.9,25.65,21.67,2.36,254.2,87795.17
2018-01-01 14:20:00,643.5,658.6,26.24,21.15,2.003,265.3,87788.37
2018-01-01 14:30:00,630.4,644.2,26.28,21.45,2.437,178.3,87763.87
2018-01-01 14:40:00,594.9,611.9,26.11,20.45,1.4,111.8,87758.42
2018-01-01 14:50:00,572.2,582.1,27.19,19.66,2.028,182.7,87726.44
2018-01-01 15:00:00,545.1,566.9,26.68,20.06,2.538,190.1,87729.84
2018-01-01 15:10:00,454.4,498.2,26.53,19.79,1.94,212.3,87720.30999999998
2018-01-01 15:20:00,420.9,460.7,26.57,19.88,1.942,182.0,87721.0
2018-01-01 15:30:00,417.4,432.6,26.77,19.31,2.39,188.4,87698.54000000001
2018-01-01 15:40:00,406.9,405.5,26.43,19.52,1.27,167.4,87711.47
2018-01-01 15:50:00,410.5,385.9,27.36,18.66,1.207,219.0,87687.35
2018-01-01 16:00:00,398.6,360.8,26.96,19.14,2.217,132.0,87693.84
2018-01-01 16:10:00,376.1,340.3,27.22,18.72,1.765,141.4,87688.34000000001
2018-01-01 16:20:00,333.3,301.2,26.57,19.67,2.777,219.3,87681.1
2018-01-01 16:30:00,313.5,260.3,26.79,19.89,2.178,223.7,87676.31999999999
2018-01-01 16:40:00,299.3,232.8,27.06,19.22,2.658,241.2,87684.93
2018-01-01 16:50:00,257.4,193.3,26.28,20.19,2.597,245.2,87673.17
2018-01-01 17:00:00,216.2,158.8,26.29,20.16,2.705,227.3,87683.1
2018-01-01 17:10:00,184.1,129.7,26.08,20.74,2.218,256.0,87678.39
2018-01-01 17:20:00,138.5,98.8,25.97,20.58,1.743,243.5,87685.2
2018-01-01 17:30:00,46.11,58.63,25.66,21.11,2.588,258.3,87681.79000000001
2018-01-01 17:40:00,0.021,30.77,25.41,21.58,1.858,265.1,87669.54
2018-01-01 17:50:00,9.83,19.33,25.17,22.05,1.87,281.5,87675.22
2018-01-01 18:00:00,1.202,11.88,24.89,22.61,1.982,288.1,87677.2
2018-01-01 18:10:00,0.0,4.959,24.57,23.21,1.983,311.0,87688.78
2018-01-01 18:20:00,0.0,0.214,24.11,24.44,2.505,319.3,87693.65
2018-01-01 18:30:00,0.0,0.0,23.62,25.19,2.383,315.2,87694.34000000001
2018-01-01 18:40:00,0.0,0.0,22.88,27.12,2.193,327.5,87690.93999999999
2018-01-01 18:50:00,0.0,0.0,22.36,27.89,3.3,336.3,87698.63
2018-01-01 19:00:00,0.0,0.0,21.93,29.03,3.632,333.3,87710.42
2018-01-01 19:10:00,0.0,0.0,21.71,29.52,2.595,345.1,87723.26000000001
2018-01-01 19:20:00,0.0,0.0,21.35,30.59,2.545,336.7,87738.10999999999
2018-01-01 19:30:00,0.0,0.0,21.32,30.78,2.137,334.7,87747.05
2018-01-01 19:40:00,0.0,0.0,21.25,30.98,1.167,356.3,87750.45999999999
2018-01-01 19:50:00,0.0,0.0,21.3,30.91,0.963,340.0,87770.20999999999
2018-01-01 20:00:00,0.006,0.0,21.49,30.63,0.797,339.4,87775.93000000001
2018-01-01 20:10:00,0.022,0.0,21.98,28.7,0.735,333.3,87788.18000000001
2018-01-01 20:20:00,0.291,0.0,22.02,28.84,0.888,41.76,87808.45000000001
2018-01-01 20:30:00,0.26,0.0,22.22,30.11,3.945,69.5,87855.19
2018-01-01 20:40:00,0.382,0.0,22.54,29.41,1.357,58.8,87860.88999999998
2018-01-01 20:50:00,0.142,0.0,22.35,29.7,2.108,10.0,87859.74999999999
2018-01-01 21:00:00,0.296,0.0,22.74,28.5,1.258,354.0,87868.39
2018-01-01 21:10:00,0.011,0.0,22.59,28.95,2.35,342.1,87885.97
2018-01-01 21:20:00,0.001,0.0,22.77,28.16,2.303,342.0,87893.45
2018-01-01 21:30:00,0.007,0.0,22.96,27.75,1.852,349.0,87909.11
2018-01-01 21:40:00,0.068,0.0,22.98,27.79,1.162,15.25,87912.51999999999
2018-01-01 21:50:00,0.094,0.0,22.82,29.07,1.177,192.0,87918.63
2018-01-01 22:00:00,0.053,0.0,22.87,30.06,0.803,150.2,87920.00000000001
2018-01-01 22:10:00,0.0,0.0,22.21,31.46,1.472,280.8,87924.09
2018-01-01 22:20:00,0.0,0.0,21.65,32.75,2.753,253.2,87930.9
2018-01-01 22:30:00,0.008,0.0,21.58,32.24,1.035,241.8,87939.49999999999
2018-01-01 22:40:00,0.084,0.0,21.19,33.69,0.323,76.33,87947.36
2018-01-01 22:50:00,0.0,0.0,20.7,34.36,0.963,290.7,87942.76999999999
2018-01-01 23:00:00,0.0,0.0,20.6,34.69,1.055,294.7,87939.73
2018-01-01 23:10:00,0.0,0.0,20.04,35.16,2.393,279.7,87924.58
2018-01-01 23:20:00,0.113,0.0,19.81,35.78,3.087,257.8,87921.98
2018-01-01 23:30:00,0.038,0.0,19.67,35.81,3.115,270.2,87938.93000000001
2018-01-01 23:40:00,0.028,0.0,19.58,36.02,2.763,265.3,87953.33
2018-01-01 23:50:00,0.013,0.0,19.54,36.59,3.603,283.8,87960.15000000001
2018-01-02 00:00:00,0.0,0.0,19.62,36.17,3.625,282.7,87947.20999999999
2018-01-02 00:10:00,0.298,0.0,19.54,36.1,2.193,272.1,87948.56999999999
2018-01-02 00:20:00,0.284,0.0,19.62,35.39,2.112,271.8,87958.11
2018-01-02 00:30:00,0.003,0.0,19.44,36.77,2.498,293.8,87969.68000000001
2018-01-02 00:40:00,0.0,0.0,19.28,36.95,2.857,289.5,87976.5
2018-01-02 00:50:00,0.0,0.0,19.16,37.37,2.275,274.2,87981.93999999999
2018-01-02 01:00:00,0.0,0.0,19.1,37.42,1.888,295.9,88000.34000000001
2018-01-02 01:10:00,0.0,0.0,18.83,38.45,1.875,280.1,87984.67000000001
2018-01-02 01:20:00,0.002,0.0,18.87,38.11,2.115,263.4,87997.60999999999
2018-01-02 01:30:00,0.145,0.0,18.71,38.59,1.788,276.7,88001.69
2018-01-02 01:40:00,0.0,0.0,18.6,38.84,2.057,290.3,88005.78
2018-01-02 01:50:00,0.0,0.0,18.58,38.59,0.663,301.8,88005.78
2018-01-02 02:00:00,0.0,0.0,18.46,39.38,1.702,289.7,87991.48
2018-01-02 02:10:00,0.0,0.0,18.25,39.73,2.003,279.7,87998.97
2018-01-02 02:20:00,0.055,0.0,18.06,39.55,2.202,271.3,88005.1
2018-01-02 02:30:00,0.0,0.0,17.82,40.25,2.082,292.8,87990.11
2018-01-02 02:40:00,0.0,0.0,17.66,40.23,2.4,270.8,87984.13
2018-01-02 02:50:00,0.03,0.0,17.79,39.65,2.307,281.8,88003.33
2018-01-02 03:00:00,0.0,0.0,17.51,40.56,2.812,294.3,87991.94
2018-01-02 03:10:00,0.0,0.0,17.17,41.63,1.907,296.1,87990.94
2018-01-02 03:20:00,0.0,0.0,16.95,41.88,2.593,285.8,88002.01
2018-01-02 03:30:00,0.067,0.0,17.05,40.6,3.665,282.2,88008.84
2018-01-02 03:40:00,0.158,0.0,16.99,40.79,3.19,288.2,87995.9
2018-01-02 03:50:00,0.003,0.0,16.9,40.72,2.838,280.2,87996.57999999999
2018-01-02 04:00:00,0.037,0.0,16.87,40.54,2.79,279.3,88000.67
2018-01-02 04:10:00,0.123,0.0,16.96,40.34,2.36,279.7,87998.63
2018-01-02 04:20:00,0.0,0.0,16.68,41.2,2.418,272.3,87998.63
2018-01-02 04:30:00,0.02,0.0,16.55,41.65,3.078,291.2,88016.93000000001
2018-01-02 04:40:00,0.0,0.0,16.13,43.03,2.735,302.0,88004.88
2018-01-02 04:50:00,0.0,0.0,16.2,42.92,2.095,264.5,88018.96
2018-01-02 05:00:00,0.022,0.0,16.3,42.72,1.898,280.3,88029.05
2018-01-02 05:10:00,0.017,0.0,16.33,42.98,1.502,236.7,88018.48
2018-01-02 05:20:00,0.0,0.0,16.2,43.5,1.617,286.3,88029.6
2018-01-02 05:30:00,0.0,0.0,16.05,43.84,1.525,287.7,88020.09000000001
2018-01-02 05:40:00,0.0,0.0,15.73,45.02,1.85,287.0,88026.21
2018-01-02 05:50:00,0.02,0.0,15.56,45.48,2.073,307.5,88024.17
2018-01-02 06:00:00,0.0,0.0,14.65,48.74,2.943,327.2,88034.39
2018-01-02 06:10:00,0.0,0.0,14.69,48.72,2.532,325.7,88048.7
2018-01-02 06:20:00,0.0,0.0,14.14,50.54,2.458,321.3,88043.93000000001
2018-01-02 06:30:00,0.0,0.0,14.42,49.4,3.428,314.8,88060.28
2018-01-02 06:40:00,0.317,0.0,14.73,48.03,2.985,303.7,88059.59
2018-01-02 06:50:00,0.206,0.0,14.83,47.86,3.27,302.5,88068.46
2018-01-02 07:00:00,0.287,0.0,14.83,47.77,3.143,310.5,88076.63
2018-01-02 07:10:00,0.082,0.029,14.78,47.98,2.843,304.8,88086.18000000001
2018-01-02 07:20:00,0.105,3.333,14.48,49.01,1.753,322.1,88090.94
2018-01-02 07:30:00,11.98,13.44,14.49,49.24,1.76,306.2,88105.25
2018-01-02 07:40:00,85.5,32.59,14.03,51.14,1.177,350.5,88117.51
2018-01-02 07:50:00,170.0,58.06,14.29,50.2,2.082,348.0,88123.64
2018-01-02 08:00:00,253.4,87.9,14.97,47.71,1.738,353.0,88135.22
2018-01-02 08:10:00,322.5,119.3,15.6,46.17,1.505,22.01,88139.99
2018-01-02 08:20:00,371.1,150.2,16.32,43.89,1.135,7.212,88176.1
2018-01-02 08:30:00,420.6,177.1,17.09,42.67,0.377,22.72,88182.92
2018-01-02 08:40:00,463.3,218.8,18.19,39.74,0.152,159.3,88198.06999999999
2018-01-02 08:50:00,509.2,256.5,18.91,37.31,1.225,213.9,88220.4
2018-01-02 09:00:00,537.1,292.1,18.76,39.22,1.007,167.8,88215.67
2018-01-02 09:10:00,561.1,326.0,18.35,37.99,1.777,228.2,88222.81000000001
2018-01-02 09:20:00,595.3,366.9,18.39,37.64,1.85,198.8,88253.77
2018-01-02 09:30:00,608.6,398.0,18.59,35.16,2.762,196.2,88252.2
2018-01-02 09:40:00,626.2,432.9,18.51,36.71,2.21,213.1,88259.03
2018-01-02 09:50:00,638.2,460.9,18.5,37.83,2.395,213.0,88264.8
2018-01-02 10:00:00,657.8,494.2,18.49,36.15,2.942,199.4,88259.73999999999
2018-01-02 10:10:00,677.3,527.5,18.81,36.61,2.43,174.5,88258.48999999999
2018-01-02 10:20:00,690.7,555.6,18.75,35.85,1.998,179.7,88254.31999999999
2018-01-02 10:30:00,710.5,585.6,19.1,35.75,1.868,223.1,88248.18
2018-01-02 10:40:00,723.4,610.7,19.65,34.62,2.012,210.0,88228.42000000001
2018-01-02 10:50:00,736.4,634.2,20.48,33.48,1.68,236.0,88213.81999999999
2018-01-02 11:00:00,743.7,656.9,20.26,33.0,1.615,228.0,88205.91
2018-01-02 11:10:00,757.6,681.4,19.92,33.35,0.737,236.2,88181.81
2018-01-02 11:20:00,766.0,696.9,20.4,32.33,0.665,169.0,88169.51000000001
2018-01-02 11:30:00,774.2,715.2,20.84,31.41,1.27,69.99,88142.28000000001
2018-01-02 11:40:00,786.6,732.3,20.84,31.47,2.993,259.0,88116.41
2018-01-02 11:50:00,797.9,748.7,22.43,29.16,0.86,199.3,88088.56999999999
2018-01-02 12:00:00,803.0,759.1,21.65,30.33,2.757,169.0,88062.57
2018-01-02 12:10:00,802.0,769.1,22.12,29.26,1.815,120.5,88047.98
2018-01-02 12:20:00,779.1,762.2,22.23,28.96,1.737,271.2,88027.78
2018-01-02 12:30:00,768.0,762.3,22.24,29.09,1.217,197.3,88002.84000000001
2018-01-02 12:40:00,778.3,770.6,22.46,28.71,1.957,194.6,87970.51
2018-01-02 12:50:00,780.3,774.8,23.0,28.1,2.705,240.2,87951.48000000001
2018-01-02 13:00:00,770.7,771.0,24.04,26.88,1.943,139.1,87934.34
2018-01-02 13:10:00,726.0,749.0,23.19,27.27,1.985,188.7,87887.37
2018-01-02 13:20:00,710.4,746.8,24.04,26.56,1.415,220.7,87867.62999999999
2018-01-02 13:30:00,717.5,745.3,24.06,26.69,1.317,191.1,87834.96
2018-01-02 13:40:00,704.6,738.4,23.27,27.26,2.537,127.7,87803.66
2018-01-02 13:50:00,666.1,718.8,24.7,25.38,1.607,199.3,87783.91
2018-01-02 14:00:00,618.4,687.3,24.17,25.57,1.545,331.0,87768.94
2018-01-02 14:10:00,610.9,669.3,24.11,25.42,1.3,39.13,87736.95999999999
2018-01-02 14:20:00,618.4,660.0,24.78,23.94,1.258,34.51,87729.74
2018-01-02 14:30:00,617.9,638.5,25.28,23.21,0.79,161.1,87704.49
2018-01-02 14:40:00,652.5,638.8,24.79,24.69,2.31,218.2,87688.16
2018-01-02 14:50:00,637.1,608.6,25.01,23.44,2.292,94.0,87662.99
2018-01-02 15:00:00,649.9,596.2,24.76,24.27,1.903,211.7,87657.1
2018-01-02 15:10:00,624.5,564.4,24.67,23.84,0.833,310.0,87640.02
2018-01-02 15:20:00,599.1,525.7,25.74,22.17,1.145,238.3,87627.56
2018-01-02 15:30:00,599.5,503.2,25.56,22.83,2.308,229.1,87621.04000000001
2018-01-02 15:40:00,598.1,478.5,25.62,22.51,1.407,169.5,87604.64
2018-01-02 15:50:00,582.3,447.1,25.79,22.54,3.01,265.3,87601.15
2018-01-02 16:00:00,575.5,422.7,25.24,22.93,1.708,256.3,87581.59000000001
2018-01-02 16:10:00,551.5,386.3,25.94,21.64,0.89,132.7,87589.23999999999
2018-01-02 16:20:00,511.7,342.5,25.91,21.52,1.052,137.3,87573.40999999999
2018-01-02 16:30:00,477.4,306.9,25.29,22.18,1.137,103.8,87578.12000000001
2018-01-02 16:40:00,440.5,272.8,25.25,22.25,0.877,64.67,87566.24
2018-01-02 16:50:00,397.8,234.2,25.72,22.72,1.308,234.8,87578.53
2018-01-02 17:00:00,374.9,204.6,25.1,23.03,1.968,236.2,87557.86000000002
2018-01-02 17:10:00,339.8,174.5,25.63,22.42,1.178,223.9,87572.20999999999
2018-01-02 17:20:00,293.5,140.0,25.82,22.31,1.353,190.0,87565.41
2018-01-02 17:30:00,232.5,104.6,24.61,24.26,2.032,236.0,87557.92
2018-01-02 17:40:00,173.6,76.14,24.53,24.59,2.333,224.3,87573.58
2018-01-02 17:50:00,99.1,47.66,24.18,24.71,2.667,232.8,87566.76999999999
2018-01-02 18:00:00,28.09,21.46,23.93,25.36,2.575,259.8,87561.8
2018-01-02 18:10:00,1.597,8.51,23.56,25.74,2.238,258.2,87561.79
2018-01-02 18:20:00,0.0,0.54,23.3,26.06,2.457,266.0,87565.61
2018-01-02 18:30:00,0.0,0.0,23.05,26.62,1.445,266.0,87556.82
2018-01-02 18:40:00,0.0,0.0,22.72,27.18,1.62,295.7,87569.09000000001
2018-01-02 18:50:00,0.0,0.0,22.4,27.89,2.257,308.2,87578.37
2018-01-02 19:00:00,0.0,0.0,22.14,28.92,2.8,311.3,87585.15
2018-01-02 19:10:00,0.0,0.0,20.88,32.02,3.512,334.2,87587.55
2018-01-02 19:20:00,0.0,0.0,20.41,32.98,4.425,336.7,87590.44
2018-01-02 19:30:00,0.0,0.0,20.22,33.77,3.68,338.0,87602.34
2018-01-02 19:40:00,0.0,0.0,19.91,34.78,3.142,339.6,87599.48000000001
2018-01-02 19:50:00,0.0,0.0,19.6,35.92,3.288,350.3,87595.73000000001
2018-01-02 20:00:00,0.0,0.0,19.5,36.9,2.89,342.1,87615.12
2018-01-02 20:10:00,0.0,0.0,19.45,37.16,2.173,349.2,87641.89
2018-01-02 20:20:00,0.0,0.0,19.04,38.61,2.05,2.098,87641.95
2018-01-02 20:30:00,0.0,0.0,18.93,38.85,1.53,359.3,87645.48
2018-01-02 20:40:00,0.0,0.0,19.28,37.66,1.487,1.168,87637.99
2018-01-02 20:50:00,0.0,0.0,18.86,38.94,1.495,325.7,87646.16999999998
2018-01-02 21:00:00,0.003,0.0,19.19,38.26,0.872,304.3,87655.02
2018-01-02 21:10:00,0.0,0.0,18.85,38.67,1.067,261.8,87676.14
2018-01-02 21:20:00,0.314,0.0,19.12,36.74,2.15,299.5,87680.90999999999
2018-01-02 21:30:00,0.247,0.0,19.07,37.07,1.052,314.0,87689.08
2018-01-02 21:40:00,0.0,0.0,18.97,37.4,0.958,303.2,87702.33
2018-01-02 21:50:00,0.002,0.0,18.94,37.05,0.853,332.5,87724.18
2018-01-02 22:00:00,0.091,0.0,19.26,35.66,0.768,74.5,87743.26
2018-01-02 22:10:00,0.141,0.0,18.33,41.49,0.49,148.5,87747.29999999999
2018-01-02 22:20:00,0.0,0.0,18.11,42.05,1.517,6.974,87765.18999999999
2018-01-02 22:30:00,0.081,0.0,18.49,40.55,2.422,356.5,87760.49
2018-01-02 22:40:00,0.359,0.0,18.89,39.25,2.715,350.2,87751.15
2018-01-02 22:50:00,0.323,0.0,17.96,42.34,3.835,348.2,87758.06
2018-01-02 23:00:00,0.0,0.0,17.8,42.99,3.083,352.5,87777.57
2018-01-02 23:10:00,0.0,0.0,17.88,42.42,2.14,351.2,87781.01000000001
2018-01-02 23:20:00,0.069,0.0,18.3,40.47,1.848,337.5,87781.88
2018-01-02 23:30:00,0.091,0.0,18.41,39.92,1.385,320.5,87805.05
2018-01-02 23:40:00,0.0,0.0,17.87,41.81,1.2,312.3,87809.11
2018-01-02 23:50:00,0.0,0.0,17.96,40.1,2.057,314.8,87805.44
2018-01-03 00:00:00,0.002,0.0,17.69,40.28,1.262,327.3,87820.78
2018-01-03 00:10:00,0.0,0.0,17.64,39.83,2.207,332.1,87820.15
2018-01-03 00:20:00,0.098,0.0,17.54,39.9,1.897,327.7,87812.65
2018-01-03 00:30:00,0.0,0.0,17.26,40.58,2.637,313.2,87821.51000000001
2018-01-03 00:40:00,0.001,0.0,17.25,40.69,1.773,308.7,87831.73000000001
2018-01-03 00:50:00,0.109,0.0,17.31,40.3,2.623,343.0,87823.56
2018-01-03 01:00:00,0.013,0.0,17.26,40.11,2.405,356.2,87832.42
2018-01-03 01:10:00,0.079,0.0,16.71,41.4,3.035,341.8,87841.53
2018-01-03 01:20:00,0.0,0.0,16.63,41.57,3.03,347.3,87822.63
2018-01-03 01:30:00,0.0,0.0,16.06,43.51,3.078,343.3,87821.70999999999
2018-01-03 01:40:00,0.034,0.0,16.02,44.13,2.905,346.2,87835.23
2018-01-03 01:50:00,0.0,0.0,15.88,44.6,3.088,344.8,87816.38
2018-01-03 02:00:00,0.049,0.0,15.78,45.25,2.353,6.167,87820.93
2018-01-03 02:10:00,0.007,0.0,15.66,45.9,3.793,337.3,87812.94
2018-01-03 02:20:00,0.011,0.0,15.36,46.97,3.105,339.8,87816.36
2018-01-03 02:30:00,0.0,0.0,15.42,46.67,2.593,358.8,87818.40999999999
2018-01-03 02:40:00,0.0,0.0,15.64,46.34,2.167,342.5,87806.83
2018-01-03 02:50:00,0.011,0.0,15.42,47.29,2.37,8.33,87810.23999999999
2018-01-03 03:00:00,0.0,0.0,15.2,48.25,2.035,355.5,87803.42000000001
2018-01-03 03:10:00,0.0,0.0,15.06,48.98,1.723,19.34,87791.16
2018-01-03 03:20:00,0.02,0.0,15.1,48.75,2.313,350.8,87793.19
2018-01-03 03:30:00,0.172,0.0,15.18,48.77,2.582,345.5,87776.86
2018-01-03 03:40:00,0.072,0.0,15.35,49.16,1.535,312.0,87785.03
2018-01-03 03:50:00,0.0,0.0,15.42,49.28,1.263,321.0,87773.44
2018-01-03 04:00:00,0.0,0.0,15.44,49.92,1.353,295.7,87798.65
2018-01-03 04:10:00,0.011,0.0,15.64,49.6,1.52,284.6,87785.70999999999
2018-01-03 04:20:00,0.042,0.0,16.04,48.17,1.58,301.8,87804.1
2018-01-03 04:30:00,0.226,0.0,16.15,48.12,2.1,308.8,87799.33
2018-01-03 04:40:00,0.254,0.0,15.67,49.81,1.792,313.1,87811.6
2018-01-03 04:50:00,0.001,0.0,15.74,49.83,2.093,316.6,87824.54000000001
2018-01-03 05:00:00,0.097,0.0,16.12,48.75,1.848,296.0,87815.01
2018-01-03 05:10:00,0.0,0.0,15.96,49.17,1.423,299.2,87824.54000000001
2018-01-03 05:20:00,0.001,0.0,15.79,49.79,1.787,306.8,87829.31999999999
2018-01-03 05:30:00,0.003,0.0,15.77,50.17,1.84,299.5,87844.99
2018-01-03 05:40:00,0.0,0.0,15.41,51.13,1.507,320.4,87838.17
2018-01-03 05:50:00,0.0,0.0,15.11,52.02,1.928,322.5,87851.8
2018-01-03 06:00:00,0.0,0.0,14.94,52.39,1.595,341.5,87867.46
2018-01-03 06:10:00,0.0,0.0,14.22,55.13,1.872,355.2,87859.3
