time,Ig
2018-05-23,6358.846166666666
2018-05-24,6727.142333333333
2018-05-25,7120.844833333334
2018-05-26,7156.624666666667
2018-05-27,6814.972333333333
2018-05-28,5845.529833333334
2018-05-29,5246.062166666667
2018-05-30,7026.2255000000005
2018-05-31,6613.127166666666
2018-06-01,5.9590000000000005
2018-06-02,7724.389166666666
2018-06-03,6947.858499999999
2018-06-04,8001.715333333334
2018-06-05,7755.729333333333
2018-06-06,6389.659
2018-06-07,7174.028833333334
2018-06-08,7168.044333333333
2018-06-09,7443.787333333334
2018-06-10,7699.153833333334
2018-06-11,6423.862833333333
2018-06-12,5387.245166666667
2018-06-13,5417.708166666666
2018-06-14,6023.1996666666655
2018-06-15,3224.653166666666
2018-06-16,6093.373833333333
2018-06-17,4820.199833333333
2018-06-18,3232.5829999999996
2018-06-19,5548.714666666667
2018-06-20,5493.539999999999
2018-06-21,5964.859166666666
2018-06-22,6336.051666666666
2018-06-23,6751.868666666666
2018-06-24,5442.887166666666
2018-06-25,7582.786
2018-06-26,6702.299166666666
2018-06-27,8189.3263333333325
2018-06-28,8000.418166666666
2018-06-29,8152.523333333333
2018-06-30,7758.487999999999
2018-07-01,6378.348166666667
2018-07-02,7630.278666666666
2018-07-03,7904.565666666666
2018-07-04,7205.358666666667
2018-07-05,7657.400333333333
2018-07-06,7546.495
2018-07-07,7229.925833333333
2018-07-08,5759.5571666666665
2018-07-09,7932.291333333333
2018-07-10,7882.930166666666
2018-07-11,7067.252833333333
2018-07-12,7647.6061666666665
2018-07-13,7866.511166666667
2018-07-14,6964.4496666666655
2018-07-15,7604.91
2018-07-16,6361.8645
2018-07-17,5770.805333333334
2018-07-18,8011.792333333333
2018-07-19,7811.279333333333
2018-07-20,7728.380666666666
2018-07-21,7821.072666666667
2018-07-22,7574.380666666666
2018-07-23,7764.516333333333
2018-07-24,7837.192
2018-07-25,7846.969833333334
2018-07-26,7856.886333333333
2018-07-27,8025.942499999999
2018-07-28,8053.229166666666
2018-07-29,7547.652999999999
2018-07-30,7738.02
2018-07-31,6972.427166666666
2018-08-01,6926.452833333333
2018-08-02,7336.403666666666
2018-08-03,4719.7775
2018-08-04,5705.771333333332
2018-08-05,7298.051166666666
2018-08-06,5827.5745
2018-08-07,7609.717833333333
2018-08-08,7925.434166666667
2018-08-09,7980.173833333332
2018-08-10,8012.176166666666
2018-08-11,6338.0435
2018-08-12,3333.0374999999995
2018-08-13,6203.735666666666
2018-08-14,7708.515666666666
2018-08-15,6956.633833333333
2018-08-16,7374.508
2018-08-17,7748.723333333332
2018-08-18,7348.6245
2018-08-19,7135.224166666667
2018-08-20,5784.678333333333
2018-08-21,6779.159166666666
2018-08-22,5566.787
2018-08-23,7453.312
2018-08-24,7833.390833333333
2018-08-25,7332.9565
2018-08-26,7783.959
2018-08-27,6819.613333333333
2018-08-28,7631.9215
2018-08-29,6255.9636666666665
2018-08-30,6726.631333333333
2018-08-31,7678.754833333333
2018-09-01,6255.9636666666665
2018-09-02,6726.631333333333
2018-09-03,7678.754833333333
2018-09-04,7463.7311666666665
2018-09-05,7026.951666666666
2018-09-06,6876.317166666666
2018-09-07,7183.536
2018-09-08,6183.4495
2018-09-09,7300.894166666666
2018-09-10,5695.0105
2018-09-11,6099.5825
2018-09-12,5386.418333333333
2018-09-13,5653.355333333333
2018-09-14,6863.899166666666
2018-09-15,6715.007166666666
2018-09-16,6508.357666666667
2018-09-17,5961.617666666666
2018-09-18,6991.297166666667
2018-09-19,6839.430166666666
2018-09-20,6774.504999999999
2018-09-21,6800.401833333333
2018-09-22,6921.879333333332
2018-09-23,6220.770999999999
2018-09-24,6651.371
2018-09-25,5703.5081666666665
2018-09-26,6647.098166666667
2018-09-27,7048.111833333333
2018-09-28,6607.628833333333
2018-09-29,6553.461166666666
2018-09-30,6826.905499999999
2018-10-01,5517.6804999999995
2018-10-02,6544.016833333333
2018-10-03,5857.6613333333335
2018-10-04,6631.806999999999
2018-10-05,6792.451999999999
2018-10-06,6079.412833333333
2018-10-07,5624.519
2018-10-08,5384.7175
2018-10-09,6496.0945
2018-10-10,5641.800666666667
2018-10-11,3580.7766666666666
2018-10-12,4930.412833333333
2018-10-13,6197.586333333333
2018-10-14,6332.8054999999995
2018-10-15,6197.586333333333
2018-10-16,6332.8054999999995
2018-10-17,5454.351
2018-10-18,5259.3888333333325
2018-10-19,6101.897666666666
2018-10-20,5895.657999999999
2018-10-21,4199.880666666666
2018-10-22,6275.190333333333
2018-10-23,6351.845166666667
2018-10-24,6425.248833333333
2018-10-25,6317.067
2018-10-26,5854.243166666667
2018-10-27,4964.122333333333
2018-10-28,5444.5661666666665
2018-10-29,5705.954333333333
2018-10-30,6119.947833333333
2018-10-31,6010.9335
2018-11-01,4868.876
2018-11-02,3377.0346666666665
2018-11-03,5255.677
2018-11-04,2536.630833333333
2018-11-05,5942.860333333332
2018-11-06,6084.829333333333
2018-11-07,5639.117166666667
2018-11-08,5662.912833333333
2018-11-09,5475.941333333333
2018-11-10,5665.074166666666
2018-11-11,5575.635333333333
2018-11-12,5685.822499999999
2018-11-13,3913.8949999999995
2018-11-14,968.4241666666667
2018-11-15,5911.662
2018-11-16,5886.87
2018-11-17,5879.188166666667
2018-11-18,5212.3831666666665
2018-11-19,5877.517333333333
2018-11-20,5796.121666666667
2018-11-21,5584.257
2018-11-22,5421.313999999999
2018-11-23,5268.926333333333
2018-11-24,5268.9355
2018-11-25,5403.735
2018-11-26,4086.9006666666664
2018-11-27,4726.965166666667
2018-11-28,3394.4375
2018-11-29,1270.4744999999998
2018-11-30,2669.951
2018-12-01,5104.572999999999
2018-12-02,5627.799333333333
2018-12-03,5338.603833333333
2018-12-04,5055.1505
2018-12-05,4322.693166666666
2018-12-06,4858.315
2018-12-07,4400.717
2018-12-08,4725.687833333333
2018-12-09,5119.114333333333
2018-12-10,4807.9735
2018-12-11,4400.717
2018-12-12,4725.687833333333
2018-12-13,5119.114333333333
2018-12-14,4807.9735
2018-12-15,4698.347166666666
2018-12-16,5027.157999999999
2018-12-17,4213.7545
2018-12-18,5050.1089999999995
2018-12-19,5332.3825
2018-12-20,5381.726
2018-12-21,5311.152
2018-12-22,5184.762833333333
2018-12-23,5189.231
2018-12-24,5122.412
2018-12-25,4973.062
2018-12-26,5166.596166666666
2018-12-27,4706.769166666666
2018-12-28,4510.652333333333
2018-12-29,5311.973166666667
2018-12-30,4864.677833333333
2018-12-31,4852.3161666666665
