,Ti_za,Ti_ae,Ti_bm,Ti_exp
2019-06-08 10:40:00,25.674000511000287,26.152223346956784,26.03847644495067,24.594690300000003
2019-06-08 10:50:00,25.905819372847336,26.3727703371226,26.20717521751527,24.7908193
2019-06-08 11:00:00,26.066914492573723,26.5661663368694,26.371756783404223,24.9431077
2019-06-08 11:10:00,26.2013128310642,26.728387369925144,26.519800720597647,25.1253923
2019-06-08 11:20:00,26.31712984756965,26.88579253379244,26.67803318519193,25.2142272
2019-06-08 11:30:00,26.47850056153503,27.070137932759547,26.82685756397271,25.4865004
2019-06-08 11:40:00,26.5730362967042,27.18612391602564,26.94323433400652,25.5891797
2019-06-08 11:50:00,26.690630810997025,27.291182837545225,27.048202821312017,25.7333922
2019-06-08 12:00:00,26.82171583756849,27.39803378001012,27.14898310940057,25.8752973
2019-06-08 12:10:00,26.930733086075406,27.56583581869328,27.28534992427593,26.0864244
2019-06-08 12:20:00,27.08747809053184,27.77190321963521,27.425072093015483,26.1867963
2019-06-08 12:30:00,27.19059220556664,27.793091977511537,27.515830592169948,26.3448532
2019-06-08 12:40:00,27.27351531804061,27.833880975219017,27.610550333929982,26.603282
2019-06-08 12:50:00,27.38397498343522,27.95772697057789,27.7303192066446,26.718652
2019-06-08 13:00:00,27.516168882388904,28.123230710421307,27.85119313191179,26.8409442
2019-06-08 13:10:00,27.568399968183293,28.242397652892688,27.933518001719616,26.9678512
2019-06-08 13:20:00,27.62398338417479,28.26488088227011,27.998063903093577,27.0924508
2019-06-08 13:30:00,27.72599448481964,28.331585634387825,28.08479975349481,27.1628265
2019-06-08 13:40:00,27.80854186576737,28.4457664603731,28.17319429368813,27.3658777
2019-06-08 13:50:00,27.89970041649031,28.521706194213056,28.247778767258385,27.3578018
2019-06-08 14:00:00,27.900460681039963,28.45214342288917,28.269300404730977,27.5170124
2019-06-08 14:10:00,27.942715695244928,28.446853218520733,28.29146714039686,27.6785304
2019-06-08 14:20:00,28.02864164159424,28.53943566585193,28.369116988378945,27.7119877
2019-06-08 14:30:00,28.11323670825815,28.66898755659396,28.46794351308479,27.8665835
2019-06-08 14:40:00,28.212076848000944,28.8059326633996,28.53284251849183,27.9923368
2019-06-08 14:50:00,28.305872097102807,28.90461874932985,28.594491953198727,27.9946442
2019-06-08 15:00:00,28.337278149280568,28.835917079404624,28.66185870224257,28.1123216
2019-06-08 15:10:00,28.45928651386851,28.98316105347632,28.75104466901906,28.2392286
2019-06-08 15:20:00,28.53719041731977,29.019346942623937,28.79384109078285,28.286530300000003
2019-06-08 15:30:00,28.57387552873798,29.08245033143925,28.838079049011892,28.366135600000003
2019-06-08 15:40:00,28.5975959723477,29.04387462209331,28.85407329377212,28.3972855
2019-06-08 15:50:00,28.671726869912945,29.05717094376809,28.917324909753944,28.5149629
2019-06-08 16:00:00,28.718926150041906,29.15389582016168,28.97241355065612,28.576109
2019-06-08 16:10:00,28.79169102675325,29.28094599346632,29.014418791508746,28.6487921
2019-06-08 16:20:00,28.87929486979808,29.376360397420704,29.0655100943115,28.696093800000003
2019-06-08 16:30:00,28.88407798808307,29.38600393566005,29.076659460391284,28.7041697
2019-06-08 16:40:00,29.00913988665901,29.581697867480543,29.165199914403,28.772238
2019-06-08 16:50:00,29.12787227888744,29.73444019285053,29.23713007749892,28.8149249
2019-06-08 17:00:00,29.08051113306702,29.573723150637218,29.186946265050587,28.8783784
2019-06-08 17:10:00,28.98161948269932,29.51914593682689,29.10752689066737,28.8506896
2019-06-08 17:20:00,29.018242755166067,29.529812976461407,29.128522892952702,28.9026061
2019-06-08 17:30:00,29.05780968742916,29.48693359482928,29.13767453723452,28.8910691
2019-06-08 17:40:00,28.99784784700457,29.41359799265092,29.071858044475483,28.9418319
2019-06-08 17:50:00,28.9660947417356,29.391757962848818,29.019434849007894,28.9129894
2019-06-08 18:00:00,29.01396046354401,29.45272414603609,29.05096776637177,28.7653158
2019-06-08 18:10:00,28.95195418425645,29.42820293448815,29.0038436079372,28.8541507
2019-06-08 18:20:00,28.85311535939064,29.31751386907353,28.89832935133026,28.6464847
2019-06-08 18:30:00,28.753899174564932,29.18650117663393,28.79591607676241,28.6280255
2019-06-08 18:40:00,28.70140348397854,29.106614656955507,28.733391810964413,28.599183
2019-06-08 18:50:00,28.66138999525622,29.04638775945045,28.67432845142309,28.5818775
2019-06-08 19:00:00,28.60268245966024,28.901397120501723,28.58951251569829,28.5922608
2019-06-08 19:10:00,28.50124879120515,28.692041445833294,28.50841298798387,28.4572779
2019-06-08 19:20:00,28.49791420967096,28.72710778422503,28.489489771334146,28.5564961
2019-06-08 19:30:00,28.46748119599731,28.72202731816853,28.46370361157929,28.5034259
2019-06-08 19:40:00,28.394337614852304,28.594099253543902,28.40073365781148,28.4042077
2019-06-08 19:50:00,28.308884356651703,28.434276067001964,28.33678960312892,28.3753652
2019-06-08 20:00:00,28.27268356803366,28.467844611434625,28.310553422909297,28.3130654
2019-06-08 20:10:00,28.256799483077323,28.46905895538632,28.289548215411607,28.2669174
2019-06-08 20:20:00,28.22439259470037,28.366470231027687,28.25168514276063,28.2438434
2019-06-08 20:30:00,28.12227354995948,28.12352161186961,28.17309127667309,28.2046176
2019-06-08 20:40:00,28.03810298593529,28.00948818839229,28.100647435413663,28.1423178
2019-06-08 20:50:00,27.99126406808797,28.003127757219943,28.057046629574607,28.2265379
2019-06-08 21:00:00,27.91116096216619,27.90511689339639,27.976004717975023,28.1619307
2019-06-08 21:10:00,27.83807126191918,27.78990746762677,27.881269071891868,28.1469326
2019-06-08 21:20:00,27.7403864843327,27.657697620759656,27.8029947264872,28.0004127
2019-06-08 21:30:00,27.71785135007738,27.65473955647093,27.788072735932,28.0834791
2019-06-08 21:40:00,27.707971327751693,27.673713828237663,27.773783501381928,27.9185
2019-06-08 21:50:00,27.661299810488103,27.6656584571076,27.71210113192625,27.849278
2019-06-08 22:00:00,27.609637538632068,27.60903741680228,27.676733391053688,27.8538928
2019-06-08 22:10:00,27.5458632970758,27.53249409488517,27.630494793940027,27.7442913
2019-06-08 22:20:00,27.492623545220948,27.417815040345253,27.56874699506151,27.7812097
2019-06-08 22:30:00,27.415765436171665,27.36698087637428,27.50342892792663,27.663532300000004
2019-06-08 22:40:00,27.319812452677947,27.28125259261041,27.42182561942669,27.560853
2019-06-08 22:50:00,27.2536118097235,27.15696330572245,27.328542896029028,27.5066291
2019-06-08 23:00:00,27.17174387074565,27.09703205640101,27.2530066334541,27.428177500000004
2019-06-08 23:10:00,27.123560768133828,27.04886898928044,27.218843986944297,27.3462648
2019-06-08 23:20:00,27.09472486475189,27.047998103783705,27.18515692070556,27.416640500000003
2019-06-08 23:30:00,27.03878479215599,26.95814830589659,27.13048880723171,27.2885798
2019-06-08 23:40:00,26.962733461894665,26.85870119789743,27.05942192994651,27.2228189
2019-06-08 23:50:00,26.89147041620543,26.78466883643986,26.989148432557087,27.1132174
2019-06-08 23:59:59,26.83496381577516,,,
2019-06-09 00:00:00,,26.724898371538863,26.90537296874237,27.0289973
2019-06-09 00:10:00,26.72527973558925,26.665127906637863,26.821597504927656,26.900936600000005
2019-06-09 00:20:00,26.70550445641407,26.64933797036585,26.792661053656044,26.9055514
2019-06-09 00:30:00,26.645699912562137,26.584348322056453,26.757332187855653,26.8005647
2019-06-09 00:40:00,26.535328694089024,26.35653885412907,26.69443810601601,26.730189000000003
2019-06-09 00:50:00,26.49395371321317,26.23283609063658,26.639741622549742,26.6644281
2019-06-09 01:00:00,26.47217042903626,26.1881937315746,26.628871846856104,26.6505837
2019-06-09 01:10:00,26.441609427870777,26.15501724772617,26.62004865451626,26.6736577
2019-06-09 01:20:00,26.37148281575314,26.104985358021786,26.56651671714705,26.5894376
2019-06-09 01:30:00,26.33660061631498,26.09588430537892,26.50837349971989,26.5963598
2019-06-09 01:40:00,26.33070550602104,26.08280874461588,26.5000098732338,26.688655800000003
2019-06-09 01:50:00,26.273924673206373,26.02869145453131,26.45947883323073,26.6644281
2019-06-09 02:00:00,26.19748373611732,25.911449930352223,26.383318068441923,26.6528911
2019-06-09 02:10:00,26.11633459255336,25.83073433590562,26.31556792718617,26.5652099
2019-06-09 02:20:00,26.06297650115504,25.73397223053411,26.25801775255057,26.5029101
2019-06-09 02:30:00,26.01190124834492,25.65452762318502,26.200816158379187,26.4290733
2019-06-09 02:40:00,26.00457582541808,25.67135245150941,26.166502041319013,26.430227
2019-06-09 02:50:00,25.970848047781097,25.673557728174604,26.13473145717932,26.5006027
2019-06-09 03:00:00,25.931404564518648,25.650831903674803,26.11406517414,26.454454700000003
2019-06-09 03:10:00,25.86624703089601,25.679453419354704,26.07825435336097,26.395616
2019-06-09 03:20:00,25.796039511510937,25.56995247028191,26.02858155017244,26.3229329
2019-06-09 03:30:00,25.73800656741228,25.41127456008672,25.99188649886949,26.2017944
2019-06-09 03:40:00,25.66824240946594,25.309542193819816,25.92547737945507,26.133726100000004
2019-06-09 03:50:00,25.565008607127066,25.09358328425437,25.809734367728623,26.081809600000003
2019-06-09 04:00:00,25.50381911355951,25.00412663965727,25.72827902750172,26.014895000000003
2019-06-09 04:10:00,25.45534481092896,25.00266564375488,25.66529634966193,25.8972176
2019-06-09 04:20:00,25.42254210783753,25.143881452004337,25.643945405279847,25.8510696
2019-06-09 04:30:00,25.36321454611197,25.067864579913337,25.61373357600656,25.7564662
2019-06-09 04:40:00,25.340971483556128,24.96474091386712,25.58816451123648,25.6745535
2019-06-09 04:50:00,25.28659930593531,24.96772980297274,25.525147703626565,25.603024100000003
2019-06-09 05:00:00,25.27046905776496,24.860333611786047,25.49226811898055,25.5130355
2019-06-09 05:10:00,25.23541782489955,24.81845107062624,25.47542913641608,25.5061133
2019-06-09 05:20:00,25.209520938145804,24.89302195740376,25.460442649076228,25.438045
2019-06-09 05:30:00,25.15817263371036,24.83486942605409,25.40216294224895,25.4011266
2019-06-09 05:40:00,25.09364001776391,24.77166491102729,25.33638309641968,25.38036
2019-06-09 05:50:00,25.01531481293424,24.76757664510376,25.276319250517588,25.3169065
2019-06-09 06:00:00,24.962862002283057,24.68733898863205,25.19848171521876,25.2719122
2019-06-09 06:10:00,24.95326592905402,24.54330455024999,25.173758136866248,25.2499919
2019-06-09 06:20:00,24.96643741607393,24.49577606195713,25.1743233927655,25.1657718
2019-06-09 06:30:00,25.015415342492688,24.482128373880617,25.21796774287592,25.1011646
2019-06-09 06:40:00,25.078648809186184,24.57796529587148,25.32081487148997,25.1242386
2019-06-09 06:50:00,25.196451833677628,24.661130827649764,25.44212100074424,25.1057794
2019-06-09 07:00:00,25.29216298116924,24.76652481606891,25.541242753921424,25.130007100000004
2019-06-09 07:10:00,25.349762793507704,24.811070660772007,25.60791049880141,25.0596314
2019-06-09 07:20:00,25.396118576538143,24.90882416945663,25.655701280694743,25.0907813
2019-06-09 07:30:00,25.41939735586661,24.900245330333707,25.69837547990359,25.0723221
2019-06-09 07:40:00,25.51946034995369,25.00124959233868,25.79505953753509,25.2015365
2019-06-09 07:50:00,25.64765408057941,25.081071363152283,25.90785935118565,25.3192139
2019-06-09 08:00:00,25.689767396615064,25.14767786765429,25.91394643469241,25.4080488
2019-06-09 08:10:00,25.76215438168065,25.235481058893708,26.000103328596065,25.4426598
2019-06-09 08:20:00,25.950552897110025,25.414233582843583,26.18516901287904,25.5730279
2019-06-09 08:30:00,26.0665475682658,25.626096413652764,26.36179940180188,25.5949482
2019-06-09 08:40:00,26.22893044618891,25.82591319786722,26.530228053742785,25.740314399999995
2019-06-09 08:50:00,26.34267971951856,26.000860102841543,26.673526620499263,25.8476085
2019-06-09 09:00:00,26.494386118499413,26.12461614092726,26.78977179667083,25.8464548
2019-06-09 09:10:00,26.63395599201952,26.24999349165976,26.881515715902143,25.9549026
2019-06-09 09:20:00,26.7095247118859,26.46362307555861,26.98933046765432,26.0310468
2019-06-09 09:30:00,26.85423529919902,26.59802708770068,27.10422209577368,26.1371872
2019-06-09 09:40:00,26.898726396585545,26.732419625405047,27.137304301372293,26.153339000000003
2019-06-09 09:50:00,26.955867353327648,26.735410300249807,27.164822713060108,26.222561
2019-06-09 10:00:00,27.05492204989262,26.8106977064672,27.25642512033044,26.3287014
2019-06-09 10:10:00,27.1657113533532,26.8983641390813,27.340585236738608,26.4209974
2019-06-09 10:20:00,27.30332409719773,27.0449705209736,27.4437671127598,26.6113579
2019-06-09 10:30:00,27.43457935761549,27.295120846596017,27.58673820349305,26.6644281
2019-06-09 10:40:00,27.60561525630173,27.5008003126342,27.72159370047217,26.7025002
2019-06-09 10:50:00,27.76628564267125,27.598223747337368,27.82781050436929,26.891707
2019-06-09 11:00:00,27.900598342272406,27.71847547843433,27.938105984482387,26.960929
2019-06-09 11:10:00,27.99256174968847,27.874534057228,28.06345542737481,27.2274337
2019-06-09 11:20:00,28.16212632949319,28.08452146761546,28.209353249775333,27.3105001
2019-06-09 11:30:00,28.308526827699467,28.29113085110501,28.376512681522208,27.338188899999995
2019-06-09 11:40:00,28.45600984532075,28.450722215553576,28.48677715231303,27.5677752
2019-06-09 11:50:00,28.621662576856327,28.598547662819147,28.616515016680943,27.826204
2019-06-09 12:00:00,28.72891229520404,28.69362319532179,28.708486785252937,27.8885038
2019-06-09 12:10:00,28.832458012696,28.896820540378283,28.83698716522017,27.9669554
2019-06-09 12:20:00,28.92522069438358,28.987601682491864,28.92101794389143,28.048868100000004
2019-06-09 12:30:00,29.031559891699423,29.09802677123958,28.99846225681327,28.2680711
2019-06-09 12:40:00,29.0549697770213,29.08492448840927,29.04493845351408,28.4111299
2019-06-09 12:50:00,29.15433891971204,29.15748683729205,29.115623713318367,28.5357295
2019-06-09 13:00:00,29.24522489739056,29.21421974014694,29.190436271528643,28.6303329
2019-06-09 13:10:00,29.34870237675755,29.3054380757196,29.29086210561352,28.775699100000004
2019-06-09 13:20:00,29.50037741127016,29.49300202932284,29.458805553906327,28.8264619
2019-06-09 13:30:00,29.68280463086681,29.839455967462488,29.61331036585985,28.8795321
2019-06-09 13:40:00,29.630869877801867,29.70174271210369,29.58407163888964,28.9856725
2019-06-09 13:50:00,29.649155455143884,29.701914832370424,29.60257562503145,29.0283594
2019-06-09 14:00:00,29.76164669261844,29.81468786408941,29.68996815342004,29.1633423
2019-06-09 14:10:00,29.8556339061646,29.88595987398196,29.79420700085429,29.3052474
2019-06-09 14:20:00,29.999704957716933,30.10686649864225,29.91002636838069,29.3848527
2019-06-09 14:30:00,29.91891579447195,30.03769491413576,29.84955578215388,29.4217711
2019-06-09 14:40:00,29.97299164881362,30.069718553627208,29.845032936079388,29.5048375
2019-06-09 14:50:00,30.102391149967453,30.26294368982859,29.959283823866084,29.5902113
2019-06-09 15:00:00,30.14245584334843,30.26637609706724,29.978178100128524,29.7113498
2019-06-09 15:10:00,30.142042555485403,30.21228673513432,29.98674883014747,29.8301809
2019-06-09 15:20:00,30.200445219583816,30.29766590322928,30.047235725605425,29.9005566
2019-06-09 15:30:00,30.29024603934673,30.407406841215906,30.13084149583823,29.9732397
2019-06-09 15:40:00,30.33202868351411,30.46547886365155,30.159811868581137,30.0609209
2019-06-09 15:50:00,30.31017360536095,30.377858739693988,30.16357637809395,30.1116837
2019-06-09 16:00:00,30.335488709984705,30.3658613801852,30.17501751906676,30.1762909
2019-06-09 16:10:00,30.425426811855104,30.44346569781951,30.24630674096768,30.2189778
2019-06-09 16:20:00,30.51808478664772,30.60668281296443,30.336913502711653,30.2755091
2019-06-09 16:30:00,30.583390121112224,30.70080963521329,30.41828159032136,30.3712662
2019-06-09 16:40:00,30.58391983452308,30.62917284565441,30.43165308027988,30.3770347
2019-06-09 16:50:00,30.63377222852092,30.62606180866749,30.460960290468616,30.4289512
2019-06-09 17:00:00,30.77749167565824,30.86166433221316,30.568671681441334,30.5016343
2019-06-09 17:10:00,30.819589584598027,30.91422818544707,30.63296843536901,30.5743174
2019-06-09 17:20:00,30.88439065285312,30.875197193093648,30.68132157291189,30.548936
2019-06-09 17:30:00,30.957635730178,30.93816164425188,30.71288214732525,30.6320024
2019-06-09 17:40:00,30.95810472922336,30.944779736382827,30.70617905328564,30.6354635
2019-06-09 17:50:00,30.955683513692566,30.931858997683616,30.65661544187676,30.7012244
2019-06-09 18:00:00,30.99380022920144,31.05012863787094,30.67050732152744,30.7150688
2019-06-09 18:10:00,31.031487277193,31.072522048167222,30.688779894565137,30.7300669
2019-06-09 18:20:00,31.02706201587601,31.030489586759145,30.66507871499977,30.7254521
2019-06-09 18:30:00,31.02348780460532,31.02822715635132,30.6508526343368,30.7519872
2019-06-09 18:40:00,30.950234519187727,30.96355706580773,30.57129658315276,30.7439113
2019-06-09 18:50:00,30.87463978184709,30.91710806963372,30.487405557773187,30.733528000000003
2019-06-09 19:00:00,30.7676144736252,30.83480893254909,30.37267837920682,30.686226300000005
2019-06-09 19:10:00,30.619787701462734,30.70661212045581,30.2641673786972,30.6089284
2019-06-09 19:20:00,30.499376053375407,30.595909097118977,30.19306453887384,30.5973914
2019-06-09 19:30:00,30.39691495471737,30.45936426341362,30.10594895064416,30.4843288
2019-06-09 19:40:00,30.28620699404915,30.27409930375857,30.00795353235989,30.4127994
2019-06-09 19:50:00,30.21828447691346,30.088161719973,29.92871944479837,30.2858924
2019-06-09 20:00:00,30.04245811921446,29.7427117858692,29.785650744080247,30.253588800000003
2019-06-09 20:10:00,29.91726966262835,29.448881443925064,29.65390404292865,30.0909171
2019-06-09 20:20:00,29.74810108208862,29.37679607338308,29.559586898822413,30.0424617
2019-06-09 20:30:00,29.725274305945668,29.38866409268263,29.540080402855505,29.9813156
2019-06-09 20:40:00,29.60863363337245,29.20905224062733,29.431208872773777,29.9305528
2019-06-09 20:50:00,29.57948563279633,29.25595980065341,29.42363691515758,29.845179
2019-06-09 21:00:00,29.523191389634825,29.12193889506909,29.359600563259203,29.800184700000003
2019-06-09 21:10:00,29.51184779377789,29.15866180344256,29.31605960640749,29.688275800000003
2019-06-09 21:20:00,29.501683563917243,29.25547604494454,29.313901656802564,29.635205600000003
2019-06-09 21:30:00,29.41871290471393,29.134473441165884,29.25598596208847,29.5509855
2019-06-09 21:40:00,29.39314775687036,29.11381247804024,29.2124196140563,29.4736876
2019-06-09 21:50:00,29.332064915563123,29.07262933624615,29.16797522877712,29.4206174
2019-06-09 22:00:00,29.27554910566358,29.1131920976099,29.125526101674147,29.4390766
2019-06-09 22:10:00,29.237075586363527,29.09559148408803,29.070966611167417,29.3363973
2019-06-09 22:20:00,29.155701718442494,28.984128697842223,28.98687276065741,29.1691108
2019-06-09 22:30:00,29.027453475867347,28.7814953540747,28.896730610727506,29.2383328
2019-06-09 22:40:00,28.92517311614174,28.693800338954663,28.81976507219627,29.0618167
2019-06-09 22:50:00,28.86488052538452,28.619506071258137,28.74245977807876,29.056048200000003
2019-06-09 23:00:00,28.84727571451612,28.65058554229359,28.73160793571473,28.971828100000003
2019-06-09 23:10:00,28.80764245209401,28.651591460665625,28.69846417209669,28.8887617
2019-06-09 23:20:00,28.71072206309436,28.52977250687208,28.620423313737504,28.9441393
2019-06-09 23:30:00,28.69700846420261,28.480575053049936,28.596117722913668,28.933756
2019-06-09 23:40:00,28.64156358000128,28.391972133406387,28.560591878665143,28.9822114
2019-06-09 23:50:00,28.61046484438482,28.4007686088386,28.52451414777819,28.9372171
2019-06-09 23:59:59,28.56286011825542,,,
2019-06-10 00:00:00,,28.36064687530097,28.499897229459776,28.8610729
