time,Ig
00:00,0.026024861878453043
00:10,0.018644628099173555
00:20,0.01762258953168044
00:30,0.00972176308539945
00:40,0.00934435261707989
00:50,0.00841322314049587
01:00,0.01056198347107438
01:10,0.01036914600550964
01:20,0.02084573002754821
01:30,0.016563186813186814
01:40,0.011008241758241758
01:50,0.01308791208791209
02:00,0.012631868131868132
02:10,0.007478021978021978
02:20,0.009708791208791208
02:30,0.006200549450549451
02:40,0.003038461538461538
02:50,0.004774725274725274
03:00,0.023035714285714284
03:10,0.0210989010989011
03:20,0.0057417582417582415
03:30,0.006826923076923077
03:40,0.010387362637362637
03:50,0.012706043956043956
04:00,0.017953296703296703
04:10,0.0153168044077135
04:20,0.01987052341597796
04:30,0.01881542699724518
04:40,0.012637362637362636
04:50,0.009423076923076923
05:00,0.007269230769230769
05:10,0.023445054945054947
05:20,0.012049450549450549
05:30,0.0052637362637362635
05:40,0.003093406593406593
05:50,0.004392857142857143
06:00,0.12006593406593406
06:10,0.7820164835164835
06:20,2.6217032967032967
06:30,6.443412087912088
06:40,13.015980769230769
06:50,23.805788461538462
07:00,37.50931593406593
07:10,55.334428571428575
07:20,77.56958516483517
07:30,103.66062087912088
07:40,133.54793956043954
07:50,164.4220054945055
08:00,198.16222527472527
08:10,232.0248901098901
08:20,266.7398351648352
08:30,302.39895604395605
08:40,347.5471153846154
08:50,387.8097796143251
09:00,421.0125
09:10,457.58760989010995
09:20,495.53950549450553
09:30,529.8791208791209
09:40,561.6513461538461
09:50,594.0652197802198
10:00,624.56510989011
10:10,656.7170604395604
10:20,684.9700274725275
10:30,711.7489010989011
10:40,729.8296703296703
10:50,755.9234065934065
11:00,775.3489010989011
11:10,802.8793956043955
11:20,814.7258241758242
11:30,833.3368131868132
11:40,846.2744505494506
11:50,861.2222527472528
12:00,873.0063186813187
12:10,874.4807692307693
12:20,883.273076923077
12:30,872.3068870523416
12:40,888.8258953168043
12:50,888.181043956044
13:00,897.5021978021978
13:10,886.5515151515152
13:20,879.3747252747254
13:30,868.9790109890109
13:40,859.2690934065935
13:50,846.1544230769231
14:00,829.5642857142858
14:10,801.3692307692309
14:20,781.6948626373626
14:30,757.8237087912088
14:40,733.2005219780219
14:50,707.0040934065934
15:00,674.4830494505494
15:10,643.596978021978
15:20,618.6978021978022
15:30,591.7221703296703
15:40,555.4423626373626
15:50,521.225989010989
16:00,490.6581593406594
16:10,456.3434065934066
16:20,423.41362637362636
16:30,386.34560439560437
16:40,358.12565934065935
16:50,318.5713186813187
17:00,279.04865384615385
17:10,241.30516483516485
17:20,210.01565934065934
17:30,174.51854395604394
17:40,141.77682692307692
17:50,110.87216758241757
18:00,84.31696703296703
18:10,61.76271978021978
18:20,42.030322314049585
18:30,26.63109065934066
18:40,15.560175824175824
18:50,8.174002747252747
19:00,3.489268493150685
19:10,1.2254739726027397
19:20,0.2500082191780822
19:30,0.041336986301369866
19:40,0.043561643835616434
19:50,0.031498630136986304
20:00,0.03476438356164384
20:10,0.03245205479452055
20:20,0.05692054794520548
20:30,0.054123287671232874
20:40,0.052208219178082195
20:50,0.10117534246575341
21:00,0.04542739726027397
21:10,0.10908219178082192
21:20,0.1606821917808219
21:30,0.1047095890410959
21:40,0.09848219178082192
21:50,0.058945205479452055
22:00,0.05307397260273972
22:10,0.07966575342465754
22:20,0.05848219178082192
22:30,0.05380821917808219
22:40,0.042835164835164835
22:50,0.06603013698630136
23:00,0.04092328767123288
23:10,0.06060821917808219
23:20,0.031021978021978022
23:30,0.022804945054945056
23:40,0.07274450549450551
23:50,0.043148351648351645
