tiempo,To,hr,Environment:Site Outdoor Air Barometric Pressure [Pa](TimeStep),ws,wd,Id,Ib,alpha,C_ROJAS:Zone Electric Equipment Electric Power [W](TimeStep),C_ROJAS:Zone Electric Equipment Total Heating Rate [W](TimeStep),C_1:Zone Mean Air Temperature [C](TimeStep),C_2:Zone Mean Air Temperature [C](TimeStep),Ti,T_1:Zone Mean Air Temperature [C](TimeStep),T_2:Zone Mean Air Temperature [C](TimeStep),T_ROJAS:Zone Mean Air Temperature [C](TimeStep)
2019-06-18 06:40:00,19.0,99.0,87818.0,0.6,278.0,25.65,32.4703,7.894896135470654,0.0,0.0,22.99345152532096,22.213944477319878,22.813788801557227,20.92904645430306,20.757440013709683,20.90832789862971
2019-06-18 06:50:00,19.1,99.0,87818.0,1.0,288.0,36.3,33.5556,10.092136652280292,0.0,0.0,23.003817045553053,22.22712013089208,22.809708121642537,20.96965767177931,20.798589492148377,20.944105400195053
2019-06-18 07:00:00,19.1,99.0,87814.0,0.9,298.0,48.42,34.2225,12.2992479898324,0.0,0.0,23.02670302381404,22.250949844387375,22.81737598042669,20.974348795148625,20.801955659199688,20.94042426738948
2019-06-18 07:10:00,19.1,98.0,87822.0,1.1,276.0,62.72,37.384,14.515519978208838,0.0,0.0,22.98069340339305,22.21381198052195,22.77109199651024,20.884037726769574,20.71170613833979,20.843539070694504
2019-06-18 07:20:00,19.2,98.0,87811.0,1.3,277.0,78.81,41.2799,16.74029260666837,0.0,0.0,22.95928880415662,22.199025712526502,22.73989414552672,20.915404909787767,20.74334407570212,20.87024994741677
2019-06-18 07:30:00,19.4,97.0,87814.0,0.7,260.0,96.3,50.1351,18.972950727409824,0.0,0.0,22.993171816158096,22.23696007031532,22.754464049214494,21.064631276663388,20.891278329189216,21.014969366957303
2019-06-18 07:40:00,19.6,96.0,87810.0,0.4,168.0,117.5,76.0016,21.212919174143643,0.0,0.0,23.07118496311684,22.32012873506576,22.807090325924783,21.200918261233745,21.024755842940063,21.14456639013338
2019-06-18 07:50:00,20.0,94.0,87806.0,1.3,173.0,132.4,128.3587,23.45965822392877,0.0,0.0,23.132980349366647,22.400032397495448,22.85383876929099,21.343551642048936,21.16659282349525,21.274139384609732
2019-06-18 08:00:00,20.4,94.0,87796.0,1.4,180.0,140.7,184.6226,25.71265933087187,0.0,0.0,23.20994087180441,22.490928298148244,22.91150708958617,21.52656665347497,21.346111567730027,21.43361027389613
2019-06-18 08:10:00,20.5,94.0,87797.0,1.6,171.0,148.2,216.4034,27.971441058159204,487.5,487.50000000000006,23.2686096710517,22.562500554603226,26.231104387733787,21.580714951338624,21.40007445594532,21.47827710284876
2019-06-18 08:20:00,20.7,93.0,87788.0,1.7,184.0,160.0,259.1569,30.23554512982096,487.5,487.50000000000006,23.31700052700013,22.61970607775053,26.59720973961713,21.673402269639308,21.488457012152505,21.558091372252356
2019-06-18 08:30:00,20.8,92.0,87785.0,1.7,198.0,171.3,242.4789,32.50453251465549,487.5,487.50000000000006,23.356848443911424,22.665457285208117,26.689219891081244,21.73203236271629,21.5468259208778,21.61254950495316
2019-06-18 08:40:00,20.8,91.0,87783.0,1.5,156.0,173.8,282.4344,34.77797944046849,487.5,487.50000000000006,23.4099017307447,22.71671943859496,26.785310179429608,21.74589676987596,21.55952567578676,21.63407038218
2019-06-18 08:50:00,21.0,90.0,87782.0,1.0,159.0,177.1,162.7978,37.05547321513282,487.5,487.50000000000006,23.512470777500816,22.80348799710156,26.93479464340364,21.92880335275857,21.730119052957,21.79373207386879
2019-06-18 09:00:00,21.2,89.0,87778.0,1.1,156.0,208.7,300.6901,39.33660769883515,487.5,487.50000000000006,23.60303322061483,22.88693919834428,27.054835751444987,22.03214590470471,21.8264234079796,21.90002177910743
2019-06-18 09:10:00,22.3,83.0,87778.0,1.0,121.0,248.5,609.455,41.62097822449454,487.5,487.50000000000006,23.847249513146917,23.110174996780795,27.34285860094592,22.50607943308905,22.232979626143887,22.315793864109487
2019-06-18 09:20:00,22.6,80.0,87784.0,1.7,99.0,194.1,467.9132,43.90817569336075,487.5,487.50000000000006,24.0020680330725,23.25546514082456,27.47131876250305,22.60249801730215,22.347137836168734,22.45036014015502
2019-06-18 09:30:00,22.9,81.0,87783.0,1.6,174.0,168.5,594.4023,46.1977794686566,487.5,487.50000000000006,24.06416794141112,23.31926327337488,27.549388625817116,22.707629311581528,22.35362496201647,22.54669384817222
2019-06-18 09:40:00,23.0,80.0,87784.0,1.8,127.0,184.9,729.9363,48.48934853325943,487.5,487.50000000000006,24.15100354336604,23.404123850484652,27.65613279940748,22.81886123588328,22.511119723715122,22.748963865780585
2019-06-18 09:50:00,23.5,77.0,87792.0,1.7,150.0,189.8,731.7195,50.782410137444295,487.5,487.50000000000006,24.27876353526324,23.5272812789257,27.821620993962316,22.88083996210245,22.55730672770918,22.86956883539617
2019-06-18 10:00:00,23.6,76.0,87792.0,1.8,197.0,190.0,556.6412,53.076444788791136,487.5,487.50000000000006,24.371048699735702,23.621628467234288,27.92673417099729,22.875528870384603,22.6441078396974,22.94450533263114
2019-06-18 10:10:00,24.1,76.0,87800.0,0.8,179.0,221.5,671.8134,55.37086584122008,487.5,487.50000000000006,24.530964083275187,23.74280482325409,28.206125424455266,23.30206087181425,23.10828585975973,23.41408019657829
2019-06-18 10:20:00,24.6,74.0,87798.0,1.3,205.0,216.9,655.6716,57.66499096983469,487.5,487.50000000000006,24.6906258069285,23.885114129455744,28.39720542569312,23.483474297152533,23.305375713684448,23.653394113125643
2019-06-18 10:30:00,25.2,71.0,87806.0,2.0,181.0,195.2,764.0106,59.958001192959415,487.5,487.50000000000006,24.85402932014257,24.080740430499326,28.529474833766876,23.72582572386252,23.57190276339421,23.9504060615272
2019-06-18 10:40:00,24.8,70.0,87813.0,0.5,161.0,162.4,765.5535,62.24888029618303,487.5,487.50000000000006,24.916432054126854,24.09870464529297,28.71521193548884,23.74066725460696,23.58228524446087,24.049577580678054
2019-06-18 10:50:00,24.6,72.0,87830.0,1.6,242.0,135.7,766.9252,64.53632249795112,487.5,487.50000000000006,24.896895594294136,24.092839795720895,28.72623251005485,23.41466715378991,23.24107887131984,23.97410469529016
2019-06-18 11:00:00,24.8,67.0,87804.0,0.7,255.0,122.5,768.1389,66.8185868805966,487.5,487.50000000000006,24.915895210128205,24.108756838252997,28.86705178140049,23.75249858408124,23.59541181860652,24.19684328943588
2019-06-18 11:10:00,25.5,64.0,87814.0,1.2,233.0,113.5,769.2059,69.09325903117123,487.5,487.50000000000006,25.00953712642539,24.199166262290163,29.025398458203387,24.08163400435181,23.93026844373836,24.579449113700615
2019-06-18 11:20:00,25.8,63.0,87807.0,1.3,163.0,109.9,770.1356,71.3568434519406,487.5,487.50000000000006,25.118220830478293,24.306913948841228,29.177917706241185,24.33507199222174,24.18223949578604,24.90998086157772
2019-06-18 11:30:00,26.3,64.0,87798.0,1.5,184.0,112.6,770.9362,73.60403064846196,487.5,487.50000000000006,25.23638869680012,24.41778182880078,29.336598235310127,24.630085648583933,24.479689517309,25.252206181987756
2019-06-18 11:40:00,26.4,66.0,87796.0,1.3,135.0,116.2,771.6144,75.82629935719534,487.5,487.50000000000006,25.31960504798406,24.47843101036792,29.48050905023271,24.71733957193325,24.569291548243125,25.39171996925972
2019-06-18 11:50:00,26.9,65.0,87787.0,1.8,155.0,119.2,772.1758,78.00906073400729,487.5,487.50000000000006,25.45187748973271,24.622043527298867,29.60803833066843,24.966109755114903,24.820474135437205,25.683305584026844
2019-06-18 12:00:00,26.7,62.0,87775.0,2.4,178.0,120.7,772.625,80.12534533534075,487.5,487.50000000000006,25.60024020582745,24.82407439959432,29.62478680344182,24.63384061570987,24.502081346280587,25.45483518896834
2019-06-18 12:10:00,26.5,62.0,87779.0,2.7,186.0,119.5,772.9655,82.1206612704082,487.5,487.50000000000006,25.661305308513477,24.931420341590407,29.618616883625997,24.397312442823363,24.28020462857436,25.87743240426188
2019-06-18 12:20:00,26.5,63.0,87755.0,3.0,173.0,119.7,773.1998,83.87488706576698,487.5,487.50000000000006,25.7091090289497,25.01456600315218,29.642157897739576,24.26035332278388,24.15257162068925,26.02719026181708
2019-06-18 12:30:00,26.9,61.0,87752.0,3.1,201.0,119.9,773.33,85.12003983387251,487.5,487.50000000000006,25.82064649940088,25.143310554465568,29.752098107403462,24.374631012614906,24.2816248596169,26.309677835642702
2019-06-18 12:40:00,27.6,60.0,87740.0,1.6,259.0,117.5,773.3568,85.41978281822566,487.5,487.50000000000006,25.889728864904804,25.13266799834436,30.100038988897975,25.56245329242691,25.423771407988028,26.37637041241492
2019-06-18 12:50:00,26.8,63.0,87732.0,3.3,203.0,122.9,773.2806,84.61382823750415,487.5,487.50000000000006,25.955621453167858,25.247555893664643,30.02315085313015,24.592404292734926,24.453682883519807,26.50023755473823
2019-06-18 13:00:00,26.8,60.0,87730.0,3.1,221.0,124.3,773.1008,83.07833914189743,487.5,487.50000000000006,25.97835973764821,25.32024976678752,29.99052962065725,25.416991625926563,25.16652390886161,26.55783882258986
2019-06-18 13:10:00,27.2,59.0,87714.0,3.0,206.0,116.2,772.816,81.18698009353818,487.5,487.50000000000006,26.066037772519454,25.406864936097858,30.14094272066999,24.717182234852828,24.7875772746588,26.79887201622451
2019-06-18 13:20:00,27.8,58.0,87691.0,3.5,175.0,113.1,772.424,79.12419136815025,487.5,487.50000000000006,26.29034996039903,25.647230473275854,30.270555214513998,24.857923863353317,24.78712023590231,27.21384108988148
2019-06-18 13:30:00,28.0,57.0,87689.0,2.2,203.0,115.5,771.9217,76.97153571829307,487.5,487.50000000000006,26.332540090290458,25.6433671228894,30.505277459937417,25.877084208466655,25.748925884549532,27.09548610589212
2019-06-18 13:40:00,27.8,56.0,87674.0,2.6,213.0,118.0,771.305,74.76749117817262,487.5,487.50000000000006,26.33979967221807,25.647484004794176,30.568919946054883,25.49907885012797,25.387075551690558,27.2996721328535
2019-06-18 13:50:00,27.9,56.0,87669.0,2.8,213.0,124.3,770.569,72.53195285522256,487.5,487.50000000000006,26.42678860999756,25.757842002510177,30.61381614009574,25.487100985575292,25.379696689632464,27.46036294155359
2019-06-18 14:00:00,27.9,54.0,87656.0,2.7,172.0,133.1,769.7076,70.27610340177743,487.5,487.50000000000006,26.491454961344772,25.83333216726578,30.675543474866764,25.60924445870273,25.50204442656505,27.52681510172826
2019-06-18 14:10:00,28.6,51.0,87655.0,3.8,165.0,146.0,768.7133,68.00668876696415,142.5,142.5,26.779177168751815,26.166291496745103,28.989833470203695,25.405560367140044,25.25222823138209,28.088680240544324
2019-06-18 14:20:00,28.7,54.0,87657.0,2.1,186.0,157.1,767.5775,65.72802882311534,142.5,142.5,26.79629009956736,26.13689916914519,28.93720394009933,26.55258253403403,26.43045831443084,27.768846424581604
2019-06-18 14:30:00,28.6,53.0,87628.0,1.9,232.0,163.4,766.2898,63.44303574491943,142.5,142.5,26.72326143595854,26.029407797536614,28.95918731767981,26.339403428217214,26.222104594804414,27.969946951471133
2019-06-18 14:40:00,28.3,53.0,87631.0,2.7,220.0,163.2,764.838,61.15376387230402,142.5,142.5,26.814730311789177,26.16612607905267,28.943907674558055,25.77713457409114,25.710699066650573,28.0865956747452
2019-06-18 14:50:00,28.2,51.0,87616.0,2.3,199.0,164.3,763.2078,58.86172324639982,142.5,142.5,26.819748722859742,26.18098255204691,28.940527798756023,26.2190108951822,26.10900385366653,28.0440943237281
2019-06-18 15:00:00,28.8,51.0,87599.0,1.9,200.0,157.2,761.3824,56.56806695086017,142.5,142.5,26.86598366463608,26.20456266603469,29.039436779290167,26.80876659351745,26.690858175243083,28.188319680313676
2019-06-18 15:10:00,29.0,50.0,87578.0,2.8,205.0,145.8,759.342,54.273707685443306,487.5,487.50000000000006,27.042740749498336,26.409287511138253,31.037034059079495,26.515230189594966,26.411179775399894,28.55351918767068
2019-06-18 15:20:00,29.0,47.0,87549.0,1.1,165.0,130.0,757.0633,51.97939294417702,487.5,487.50000000000006,26.962512263333043,26.278191772588663,31.3421002012343,27.092667175813183,26.977498102690284,28.411143745883454
2019-06-18 15:30:00,29.5,50.0,87552.0,2.6,192.0,118.1,754.5186,49.68575508014669,487.5,487.50000000000006,27.104068934707517,26.45088614831413,31.42206099979217,27.104284644446302,26.99187522962205,28.625277786928656
2019-06-18 15:40:00,29.5,47.0,87537.0,1.2,109.0,110.9,751.6749,47.3933456462286,487.5,487.50000000000006,27.08761164909401,26.42036606646164,31.54872643614975,27.376486266789254,27.264547784966886,28.65434168847612
2019-06-18 15:50:00,29.9,46.0,87522.0,1.9,221.0,105.7,748.493,45.10265961870972,487.5,487.50000000000006,27.12400817484906,26.437431826977345,31.648141278173522,27.52364147883196,27.41245230854356,28.89816078977103
2019-06-18 16:00:00,30.2,46.0,87521.0,1.4,179.0,100.1,744.9257,42.81415295803778,487.5,487.50000000000006,27.157817702191984,26.46925753727323,31.77671398367705,27.9427692467308,27.832773268420446,29.25324488568311
2019-06-18 16:10:00,30.8,44.0,87517.0,1.4,180.0,94.8,740.9153,40.52825569548555,487.5,487.50000000000006,27.174445444098456,26.5991818481804,31.91849834635337,28.322484053340023,28.215925503796107,29.585277898296606
2019-06-18 16:20:00,30.5,45.0,87520.0,2.4,195.0,91.2,736.392,38.24538196890438,487.5,487.50000000000006,27.50825128927645,26.88131737344853,31.962092866239516,27.91784203893849,27.81079317361556,29.23312582966054
2019-06-18 16:30:00,30.3,45.0,87508.0,2.1,126.0,89.9,731.2689,35.96593795554156,487.5,487.50000000000006,27.654068584136528,27.041019184640636,31.99558592184014,27.69971040395945,27.597264481106055,29.408985223536106
2019-06-18 16:40:00,30.3,46.0,87509.0,2.1,166.0,83.9,412.8328,33.69032834818236,487.5,487.50000000000006,27.65122901748468,27.03833113966544,32.032619249073726,27.978986364875265,27.87184074497433,29.27768208408211
2019-06-18 16:50:00,29.5,47.0,87475.0,1.0,165.0,97.4,380.0172,31.41896182546257,487.5,487.50000000000006,27.43942593120033,26.806890619905097,32.03814513729603,27.77289967815644,27.66372609410556,29.19060610036813
2019-06-18 17:00:00,29.4,46.0,87471.0,2.2,174.0,115.1,324.142,29.15225583845755,487.5,487.50000000000006,27.49492327610989,26.89392471135838,31.99250181873212,27.4749880904736,27.36929926730245,29.266707088616503
2019-06-18 17:10:00,29.6,46.0,87489.0,0.4,257.0,130.2,399.5232,26.890640949651218,487.5,487.50000000000006,27.515614673238534,26.937592643117096,32.16255225863815,27.950087213295895,27.84260334488209,29.317028662051733
2019-06-18 17:20:00,29.9,42.0,87488.0,0.4,231.0,125.8,448.1451,24.634564902351386,487.5,487.50000000000006,27.64453487431251,27.094241379959936,32.31427510282573,28.09218055208116,27.98747634842417,29.38196061879111
2019-06-18 17:30:00,30.2,44.0,87474.0,0.5,274.0,108.9,468.7251,22.38449655925491,487.5,487.50000000000006,27.808529106560567,27.268718060011356,32.44884397918824,28.387030032857684,28.28277764708378,29.64228418764172
2019-06-18 17:40:00,30.2,48.0,87482.0,2.0,228.0,94.4,526.2386,20.140929822217288,487.5,487.50000000000006,27.954617078893516,27.38438416337084,32.47829913777662,28.04531240137931,27.941360909842967,29.51691045988719
2019-06-18 17:50:00,29.9,50.0,87494.0,2.6,257.0,86.9,645.9839,17.90438762747324,487.5,487.50000000000006,28.1947565740077,27.65121227616698,32.47157406537798,27.473104287496803,27.38192604857002,29.65914186662537
2019-06-18 18:00:00,29.2,51.0,87496.0,2.2,202.0,78.75,623.2241,15.675426099027456,487.5,487.50000000000006,28.207187352642695,27.6792137135034,32.433521662738414,27.595774608737088,27.49110252353076,29.300292704304507
2019-06-18 18:10:00,29.5,51.0,87522.0,2.1,204.0,73.4,594.1729,13.45463893597223,0.0,0.0,28.239015847382568,27.706999727583867,29.755314881778038,27.814983595970222,27.708730297744655,29.41657750255615
2019-06-18 18:20:00,28.8,52.0,87526.0,2.5,205.0,64.44,552.2024,11.242662105923472,0.0,0.0,28.242071589643626,27.73031718397676,29.35906788765088,27.25173430771159,27.093365371164904,29.092345394269053
